EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"19,840",No,fixed,,BDO MURLICHHAPRA,MURLICHHAPRA,500.0,BDO MURLICHHAPRA,MURLICHHAPRA,No,1,DD - Demand Draft,BDO MURLICHHAPRA,BDO OFFICE MURLICHHAPRA,gram panchayat wajidpur mein kauleshwar ke khet se kuan tak si0si0 road nimaarn karya,gram panchayat wajidpur mein kauleshwar ke khet se kuan tak si0si0 road nimaarn karya,NIT ,NA ,"9,92,000",Civil Works,NA ,Tender,90.0,90.0,KP MURLICHHAPRA,277204.0,NA ,NA ,NA ,BDO OFFICE MURLICHHAPRA,No ,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Murli Chhapra,167 Date 05-06-2026 Lot No 2,2026_RDUP_1158266_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,09-Jun-2026 11:00 AM,22-Jun-2026 04:00 PM,09-Jun-2026 11:00 AM,22-Jun-2026 03:00 PM,NA ,NA ,09-Jun-2026 11:00 AM,22-Jun-2026 03:00 PM,27-Jun-2026 03:30 PM,AOC,27-Jun-2026,"INR 991,206.4",90.0,SHAKIL AKHTAR ANSARI,27-Jun-2026 06:59 PM,2.pdf (58.00 KB),AOC,1.0,6212043.0,AMIT CONSTRUCTION,22-Jun-2026 12:25 PM,Rejected-AOC,L2,27-Jun-2026 06:59 PM,Finance,Bid Opening Summary,SHAKIL AKHTAR ANSARI,27-Jun-2026 06:23 PM,,BOQ Comparative Chart,"SHAKIL AKHTAR ANSARI, BDO, ANIL SINGH RATHAUR, JE RED, AWADHESH KUMAR PANDEY,ADO PANCHAYAT",Internal,"SHAKIL AKHTAR ANSARI, BDO, ANIL SINGH RATHAUR, JE RED, AWADHESH KUMAR PANDEY,ADO PANCHAYAT",SHAKIL AKHTAR ANSARI,27-Jun-2026 03:02 PM,27-Jun-2026 03:30 PM,techsummary_2170787.pdf (447.32 KB),"SHAKIL AKHTAR ANSARI, BDO, ANIL SINGH RATHAUR, JE RED, AWADHESH KUMAR PANDEY,ADO PANCHAYAT",Internal,"SHAKIL AKHTAR ANSARI, BDO, ANIL SINGH RATHAUR, JE RED, AWADHESH KUMAR PANDEY,ADO PANCHAYAT",SHAKIL AKHTAR ANSARI,27-Jun-2026 06:52 PM,finsummary_2170787.pdf (447.32 KB),Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Murli Chhapra,2026_RDUP_1158266_1,167 Date 05-06-2026 Lot No 2,gram panchayat wajidpur mein kauleshwar ke khet se kuan tak si0si0 road nimaarn karya,Technical,Bid Opening Summary,SHAKIL AKHTAR ANSARI,22-Jun-2026 06:07 PM,,1.0,6211302.0,NATIONAL TRADING COMPANY,INR,"991,206.4",AOC
,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,6211302.0,NATIONAL TRADING COMPANY,22-Jun-2026 02:16 AM,Accepted-AOC,L1,27-Jun-2026 06:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,6211335.0,RAM JI SINGH,22-Jun-2026 03:10 AM,Rejected-AOC,L3,27-Jun-2026 06:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
