S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,SBI Bank,E.E.R.E.D. HARDOI,E.E.R.E.D. HARDOI,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,944.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE HARDOI,LETTAR NO 2411 DATE 31.03.2026,2026_REDUP_1138941_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,21-Apr-2026 10:00 AM,11-May-2026 12:30 PM,21-Apr-2026 10:00 AM,11-May-2026 12:00 PM,NA ,NA ,21-Apr-2026 10:00 AM,11-May-2026 12:00 PM,15-May-2026 05:00 PM,"61,000",Yes,fixed,,Nil,Nil,VIKS KHAND MADHOGANJ KE ANTARGAT GRAM PANCHAYAT BABATMAU KE MAJRA BHUDAMDHIYA ME AMAR SINGH KE GHAR SE GRAM LASGRIPUR ME IDREES KE GHAR TAK INTERLOCKING ROAD AND NALI KA NIRMAN K KARYA,VIKS KHAND MADHOGANJ KE ANTARGAT GRAM PANCHAYAT BABATMAU KE MAJRA BHUDAMDHIYA ME AMAR SINGH KE GHAR SE GRAM LASGRIPUR ME IDREES KE GHAR TAK INTERLOCKING ROAD AND NALI KA NIRMAN K KARYA,VIKS KHAND MADHOGANJ KE ANTARGAT GRAM PANCHAYAT BABATMAU KE MAJRA BHUDAMDHIYA ME AMAR SINGH KE GHAR SE GRAM LASGRIPUR ME IDREES KE GHAR TAK INTERLOCKING ROAD AND NALI KA NIRMAN K KARYA ,NA ,"30,31,000",Civil Works,NA ,Tender,90.0,90.0,HARDOI,241001.0,NA ,NA ,NA ,E.E.R.E.D. HARDOI,No ,No,AOC,Finance,EE AE DAO,Pradeep Pal,30-Jun-2026 06:21 PM,finance_2126500.pdf,BOQ Comparative Chart,EE,Internal,EE AE,Pradeep Pal,15-May-2026 04:28 PM,15-May-2026 05:00 PM,techsummary_2126500.pdf (442.37 KB),Technical,EE AE DAO,Pradeep Pal,15-May-2026 04:23 PM,technical_2126500.pdf,EE,Internal,EE AE DAO,Pradeep Pal,30-Jun-2026 06:23 PM,finsummary_2126500.pdf (302.72 KB),30-Jun-2026,"INR 3,025,504.907",90.0,Pradeep Pal,30-Jun-2026 06:25 PM,Babatmau.pdf (303.00 KB),EE AE DAO,1,6100973,MAA GAYATRI CONTRECTOR,09-May-2026 04:27 PM,Rejected-AOC,RESPONSIVE,30-Jun-2026 06:25 PM,1.0,6100939.0,mahadev contraction,INR,"3,025,504.907",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE HARDOI,2026_REDUP_1138941_1,LETTAR NO 2411 DATE 31.03.2026,VIKS KHAND MADHOGANJ KE ANTARGAT GRAM PANCHAYAT BABATMAU KE MAJRA BHUDAMDHIYA ME AMAR SINGH KE GHAR SE GRAM LASGRIPUR ME IDREES KE GHAR TAK INTERLOCKING ROAD AND NALI KA NIRMAN K KARYA,AOC
,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6100939,mahadev contraction,09-May-2026 03:09 PM,Accepted-AOC,RESPONSIVE,30-Jun-2026 06:25 PM,,,,,,,,,,AOC
