S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,6096595.0,M/s Sharma and Company,INR,"1,075,788",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1145309_6,3946/EE/RED/Tender/25-26 Dt. 25.03.2026,Block Chirgaon Ke gram Miyapur mai Bachhilal Banskar ke makan se myner ki pulia tak CC Road ka Nirman,1,6102205,M/S MAA SHAKUNTALA CONSTRUCTION,11-May-2026 07:07 AM,Rejected-Finance,N,24-Jun-2026 04:41 PM,24-Jun-2026,"INR 1,075,788",90.0,RAJNEESH KUMAR,24-Jun-2026 04:43 PM,chirgaonmiyapur.pdf (576.00 KB),FINAL,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,24-Jun-2026 04:41 PM,finsummary_2140752.pdf (575.98 KB),Technical,final,RAJNEESH KUMAR,25-May-2026 02:16 PM,,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,25-May-2026 02:23 PM,25-May-2026 04:00 PM,techsummary_2140752.pdf (239.40 KB),Finance,final,RAJNEESH KUMAR,24-Jun-2026 04:39 PM,,BOQ Comparative Chart,AOC,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,sbd,EE RED Jhansi,EE RED Jhansi,Block Chirgaon Ke gram Miyapur mai Bachhilal Banskar ke makan se myner ki pulia tak CC Road ka Nirman,Block Chirgaon Ke gram Miyapur mai Bachhilal Banskar ke makan se myner ki pulia tak CC Road ka Nirman,Please refer Tender documents. ,NA ,"10,82,000",Civil Works,NA ,Tender,90.0,90.0,Block Chirgaon Ke gram Miyapur mai Bachhilal Bansk,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,"22,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,3946/EE/RED/Tender/25-26 Dt. 25.03.2026,2026_REDUP_1145309_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,854.0,Nil,Nil,No,05-May-2026 09:00 AM,13-May-2026 03:30 PM,05-May-2026 09:00 AM,13-May-2026 12:00 PM,NA ,NA ,05-May-2026 09:00 AM,13-May-2026 12:00 PM,25-May-2026 04:00 PM,AOC
,,,,,,,,,2,6096595,M/s Sharma and Company,11-May-2026 08:04 AM,Accepted-AOC,Y,24-Jun-2026 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
