Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,ok,pawan kumar,08-Jun-2026 12:28 PM,finance_2124733.pdf,BOQ Comparative Chart,1.0,6103904.0,M/S KHUSHBU CONTRACTOR & SUPPLIER,INR,"1,684,610",Directorate of Local Bodies UP||Nagar Panchayat Shamsabad Farrukhabad,2026_DOLBU_1137929_3,68/npShamsabad/2026-27,Construction of a CC road and drain in Nagar Panchayat Shamsabad extending from the Tadwali Haveli Block Road Temple to the culvert,1.0,6103992.0,MAA BHAGWATI CONSTRUCTION COMPANY,10-Jul-2026 06:03 PM,Rejected-AOC,HIGH AMT BID,08-Jun-2026 12:36 PM,08-Jun-2026,"INR 1,684,610",90.0,pawan kumar,08-Jun-2026 12:36 PM,tadvalissb.pdf (331.00 KB),EO JE CLERK,Internal,,pawan kumar,08-Jun-2026 12:29 PM,techsummary_2124733.pdf (330.87 KB),EO JE CLERK,Internal,,pawan kumar,08-Jul-2026 06:03 PM,finsummary_2124733.pdf (330.87 KB),AOC,20-Apr-2026 10:00 AM,11-May-2026 04:00 PM,20-Apr-2026 10:00 AM,11-May-2026 02:00 PM,NA ,NA ,20-Apr-2026 11:00 AM,11-May-2026 02:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,tender document,Directorate of Local Bodies UP||Nagar Panchayat Shamsabad Farrukhabad,68/npShamsabad/2026-27,2026_DOLBU_1137929_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Offline,No,No,No,1,BC - Bankers Cheque,Construction of a CC road and drain in Nagar Panchayat Shamsabad extending from the Tadwali Haveli Block Road Temple to the culvert,Construction of a CC road and drain in Nagar Panchayat Shamsabad extending from the Tadwali Haveli Block Road Temple to the culvert,Please refer Tender documents. ,NA ,"17,01,627",Civil Works,NA ,Tender,90.0,NA ,NAGAR PANCHAYAT SHAMSABAD FARRUKHABAD,209503.0,NA ,NA ,NA ,OFFICE NAGAR PANCHAYAT SHAMSABAD FARRUKHABAD,No ,No,"34,033",No,fixed,,EXECUTIVE OFFICER,NAGAR PANCHAYAT SHAMSABAD FARRUKHABAD,EXECUTIVE OFFICER,NAGAR PANCHAYAT SHAMSABAD FARRUKHABAD,"1,700",EXECUTIVE OFFICER,NAGAR PANCHAYAT SHAMSABAD FARRUKHABAD,No,AOC
,,,,,,,,,,,,,,,2.0,6105516.0,M/S BALAJI CONSTRUCTION & SUPPLIERS,11-Jul-2026 06:03 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,08-Jun-2026 12:28 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.xls,boq,,,,,,,,,,,,,,,2,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3.0,6103904.0,M/S KHUSHBU CONTRACTOR & SUPPLIER,10-May-2026 07:45 PM,Accepted-AOC,L1,08-Jun-2026 12:36 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4.0,6104302.0,M/S R K CONSTRUCTION AND SUPPLYERS,10-May-2026 10:53 PM,Rejected-AOC,HIGH AMT BID,08-Jun-2026 12:36 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
