EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"50,000",Yes,fixed,,Nil,Nil,24-Apr-2026 02:00 PM,08-May-2026 12:30 PM,24-Apr-2026 02:00 PM,08-May-2026 12:00 PM,NA ,NA ,24-Apr-2026 02:00 PM,08-May-2026 12:00 PM,20-May-2026 12:30 PM,1.0,SBI Bank,EE RED Jhansi,EE RED Jhansi,"2,354",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,3835/EE/Tender/25-26 Dated 17.03.2026,2026_REDUP_1141235_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Gram Panchyat Dhawakar Garautha marg se Krishna kumar Singh ke makan ki aur C.C Sadak abam nali nirman karya.,Gram Panchyat Dhawakar Garautha marg se Krishna kumar Singh ke makan ki aur C.C Sadak abam nali nirman karya.,Please refer Tender documents. ,NA ,"24,60,000",Civil Works,NA ,Tender,90.0,90.0,Gram Panchyat Dhawakar Garautha marg se Krishna ku,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,1.0,date3,Date,,1,Fee/PreQual/Technical,.pdf,sbd,AOC,Technical,FINAL,Chaman Srivastava,15-May-2026 12:23 PM,technical_2131156.pdf,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,02-Jun-2026 04:09 PM,finsummary_2131156.pdf (594.10 KB),Finance,final,RAJNEESH KUMAR,02-Jun-2026 04:04 PM,,BOQ Comparative Chart,Rajneesh Kumar,Internal,EE AE DAO,Chaman Srivastava,15-May-2026 12:25 PM,20-May-2026 12:30 PM,techsummary_2131156.pdf (264.14 KB),02-Jun-2026,"INR 2,526,389",90.0,RAJNEESH KUMAR,02-Jun-2026 04:12 PM,dhawaker.pdf (594.00 KB),final,1.0,6069596.0,M/S GIRI CONSTRUCTION,INR,"2,526,389",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1141235_6,3835/EE/Tender/25-26 Dated 17.03.2026,Gram Panchyat Dhawakar Garautha marg se Krishna kumar Singh ke makan ki aur C.C Sadak abam nali nirman karya.,1,6069596,M/S GIRI CONSTRUCTION,29-Apr-2026 09:25 AM,Accepted-AOC,y,02-Jun-2026 04:12 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6069607,SANJAY AGARWAL,29-Apr-2026 09:40 AM,Rejected-Finance,n,02-Jun-2026 04:09 PM,AOC
