S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"2,384",Nil,Nil,No,Gram Pindari me Rambabu Sharma ke Darwaje se Sheetal Deen Rawat ke Darwaje tak. Vikash Khand- Hilluli,Gram Pindari me Rambabu Sharma ke Darwaje se Sheetal Deen Rawat ke Darwaje tak. Vikash Khand- Hilluli,Plz Refer Doc ,NA ,"27,88,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED OFFICE UNNAO,No ,No,28-Apr-2026 09:00 AM,04-May-2026 12:30 PM,28-Apr-2026 09:00 AM,04-May-2026 12:00 PM,NA ,NA ,28-Apr-2026 09:00 AM,04-May-2026 12:00 PM,22-May-2026 11:05 AM,Er Narendra Chaudhary,Vikas Bhawan Unnao,"56,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,59/RED/Tender/Unnao/26-27 Dt-06-04-2026,2026_REDUP_1142669_57,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1.0,6082062.0,M/S RAHUL PRATAP SINGH,INR,"2,766,482.24",Er Narendra Chaudhry,Internal,,Narendra chaudhary,20-Jun-2026 03:36 PM,finsummary_2134573.pdf (1018.44 KB),Finance,Summary,Narendra chaudhary,20-Jun-2026 02:21 PM,finance_2134573.pdf,BOQ Comparative Chart,1,6082069,M/S LAKSHMI SHANKAR,02-May-2026 04:50 PM,Rejected-AOC,l2,20-Jun-2026 03:44 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2026_REDUP_1142669_57,59/RED/Tender/Unnao/26-27 Dt-06-04-2026,Gram Pindari me Rambabu Sharma ke Darwaje se Sheetal Deen Rawat ke Darwaje tak. Vikash Khand- Hilluli,20-Jun-2026,"INR 2,766,482.24",90.0,Narendra chaudhary,20-Jun-2026 03:44 PM,Deen0004.pdf (1018.00 KB),l1,Technical,Summary,Narendra chaudhary,22-May-2026 10:59 AM,,Er Narendra Chaudhry,Internal,,Narendra chaudhary,22-May-2026 11:00 AM,22-May-2026 11:05 AM,techsummary_2134573.pdf (468.50 KB),AOC
,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,6082062,M/S RAHUL PRATAP SINGH,02-May-2026 12:12 PM,Accepted-AOC,l1,20-Jun-2026 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
