Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"Kanpur Municipal Corporation, Kanpur, UP",74/A.A.3/25-26,2026_NNKAN_1127391_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,Imp. Of Interlocking tiles and footpath from Juhi Bara devi in Pandit Surya narayan Vidyalay in ward 38 Zone 03,Imp. Of Interlocking tiles and footpath from Juhi Bara devi in Pandit Surya narayan Vidyalay in ward 38 Zone 03,Please refer Tender documents. ,NA ,"4,78,552",Civil Works,NA ,Tender,30.0,NA ,Imp. Of Interlocking tiles and footpath from Juhi,208040.0,NA ,NA ,NA ,C.E.3,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,pdf,C.E.3,Zone 3,19-Mar-2026 11:00 AM,25-Mar-2026 04:00 PM,19-Mar-2026 11:00 AM,25-Mar-2026 03:00 PM,NA ,NA ,19-Mar-2026 11:00 AM,25-Mar-2026 03:00 PM,1.0,SBI Bank,590.0,Nil,Nil,No,"47,855",No,percentage,10.0%,Nil,Nil,AOC,C.E.,Internal,,RAJESH KUMAR,04-May-2026 04:49 PM,finsummary_2102739.pdf (707.67 KB),C.E.,Internal,,RAJESH KUMAR,04-May-2026 04:46 PM,techsummary_2102739.pdf (707.67 KB),24-Jun-2026,"INR 406,770",30.0,RAJESH KUMAR,24-Jun-2026 04:01 PM,74.pdf (465.00 KB),Work order,1,6000492,M/S BALA JI CONSTRUCTIONS,25-Mar-2026 10:15 AM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",04-May-2026 04:49 PM,1.0,6006590.0,M/s C D Enterprises,INR,"406,770","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1127391_1,74/A.A.3/25-26,Imp. Of Interlocking tiles and footpath from Juhi Bara devi in Pandit Surya narayan Vidyalay in ward 38 Zone 03,Finance,Tender Open,MEENAKSHI AGARWAL,16-Apr-2026 02:21 PM,finance_2102739.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,xls,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,6006590,M/s C D Enterprises,25-Mar-2026 11:32 AM,Accepted-AOC,L1,24-Jun-2026 04:01 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,6001612,M/S MAA KALISHANKER ENTERPRISES,24-Mar-2026 08:48 AM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",04-May-2026 04:49 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,6004289,M/S MOON CONSTRUCTIONS,24-Mar-2026 05:53 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",04-May-2026 04:49 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,6001271,VIBHU ENTERPRISES,23-Mar-2026 09:37 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",04-May-2026 04:49 PM,,,,,,,,,,,,,,,,AOC
