S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage
1.0,6065297.0,SHIFA CONSTRUCTION CO.,INR,"349,139","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1139779_1,885/AA-4/25-26,Repairing of sulabh toilet situated in front of shani dev mandir under ward-15 McRobertganj zone-4.,1,6067449,M/S MOON CONSTRUCTIONS,24-Apr-2026 09:22 PM,Rejected-Finance,L2 Bidder,27-Apr-2026 08:02 PM,19-May-2026,"INR 349,139",30.0,MEENAKSHI AGARWAL,17-Jun-2026 03:51 PM,885.pdf (215.00 KB),Agreement deed Complete,Finance,Bids submitted,MEENAKSHI AGARWAL,25-Apr-2026 06:44 PM,finance_2128236.pdf,BOQ Comparative Chart,EE 4,Internal,EE 4,MEENAKSHI AGARWAL,27-Apr-2026 08:02 PM,finsummary_2128236.pdf (44.15 KB),EE 4,Internal,EE 4,MEENAKSHI AGARWAL,27-Apr-2026 07:57 PM,techsummary_2128236.pdf (44.15 KB),AOC,"Chief Engineer, KNN","Chief Engineer office, KNN, Motijheel","35,089",No,percentage,10.0%,Nil,Nil,Repairing of sulabh toilet situated in front of shani dev mandir under ward-15 McRobertganj zone-4.,Repairing of sulabh toilet situated in front of shani dev mandir under ward-15 McRobertganj zone-4.,Please refer Tender documents. ,NA ,"3,50,893",Civil Works,NA ,Tender,90.0,30.0,ward-15 McRobertganj,208001.0,NA ,NA ,NA ,"Executive Engineer Office, Motijheel, Kanpur",No ,No,"Kanpur Municipal Corporation, Kanpur, UP",885/AA-4/25-26,2026_NNKAN_1139779_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,SBI Bank,590.0,Nil,Nil,No,21-Apr-2026 03:00 PM,25-Apr-2026 04:00 PM,21-Apr-2026 03:00 PM,25-Apr-2026 03:00 PM,NA ,NA ,21-Apr-2026 03:00 PM,25-Apr-2026 03:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Scan copy of Affidavit of pending works on Rs. 100 stamp,AOC
,,,,,,,,,2,6065297,SHIFA CONSTRUCTION CO.,23-Apr-2026 09:21 PM,Accepted-AOC,AOC ISSUE,17-Jun-2026 03:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
