Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
03-Feb-2026 09:00 AM,10-Feb-2026 09:00 AM,03-Feb-2026 09:00 AM,09-Feb-2026 12:00 PM,NA ,NA ,03-Feb-2026 09:00 AM,09-Feb-2026 12:00 PM,15-Feb-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,Technical Evaluation,Block-Kauriram Gram Charariya Bujurg mein Abhishek Nayak ke Ghar se Rajendra Yadav ke Ghar Tak CC Road Ka Nirman Karya,Block-Kauriram Gram Charariya Bujurg mein Abhishek Nayak ke Ghar se Rajendra Yadav ke Ghar Tak CC Road Ka Nirman Karya,Please refer Tender documents. ,NA ,"12,95,000",Civil Works,NA ,Tender,90.0,90.0,GORAKHPUR,273001.0,NA ,NA ,NA ,Vikash Bhawan Gorakhpur,No ,No,"25,900",No,percentage,2.0%,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,2592/EE/RED/GKP/25-26 Date 07/01/26,2026_REDUP_1110912_69,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,812.0,Nil,Nil,No,1.0,SBI Bank,EXECUTIVE ENGINEER,Vikash Bhawan,AOC,1,5855006,KHUSHI ENTERPRISES,09-Feb-2026 08:49 AM,Accepted-AOC,L1,01-Jun-2026 12:50 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,2026_REDUP_1110912_69,2592/EE/RED/GKP/25-26 Date 07/01/26,Block-Kauriram Gram Charariya Bujurg mein Abhishek Nayak ke Ghar se Rajendra Yadav ke Ghar Tak CC Road Ka Nirman Karya,Finance,Opend,Suresh Kumar Jaiswal,16-Feb-2026 04:34 PM,,BOQ Comparative Chart,Executive Engineer,Internal,,Suresh Kumar Jaiswal,17-Feb-2026 08:08 AM,finsummary_2053161.pdf (153.00 KB),1.0,5855006.0,KHUSHI ENTERPRISES,INR,"1,293,342",Technical,Opend,Suresh Kumar Jaiswal,11-Feb-2026 11:32 AM,,19-Mar-2026,"INR 1,293,342",90.0,Abhishek Rai,01-Jun-2026 12:50 PM,bpdf.pdf (153.00 KB),Executive Engineer,Internal,,Suresh Kumar Jaiswal,15-Feb-2026 11:55 AM,15-Feb-2026 12:00 PM,techsummary_2053161.pdf (243.23 KB),AOC
,,,,,,,,,2,Finance,.xls,Financial Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5852043,M/s Piyush Enterprises,08-Feb-2026 12:41 PM,Rejected-AOC,L2,01-Jun-2026 12:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
