Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Technical,Summary,Narendra chaudhary,01-Apr-2026 01:37 PM,technical_2094228.pdf,10-Jun-2026,"INR 1,719,240.69",90.0,Surendra Yadav,10-Jun-2026 03:32 PM,Chamrolibaratsalal004.pdf (1113.00 KB),l1,Er Narendra Chaudhry,Internal,,Narendra chaudhary,01-Apr-2026 01:41 PM,01-Apr-2026 01:45 PM,techsummary_2094228.pdf (1007.64 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2026_REDUP_1123792_22,2187/red/tender/unnao/25-26 dt- 10-02-2026,Gram Pradhan Chamrauli Dawara Daulatkhera Mazra Chamrauli Unnao me Prastavit Bhumi per Baratsala Ka Nirman karye.,1,5984445,ARIZE INFRABUILD PRIVATE LIMITED,18-Mar-2026 11:46 AM,Rejected-Technical,Clause 11.2 /12.1 of ITB,01-Apr-2026 01:41 PM,Finance,Summary,Surendra Yadav,10-Jun-2026 03:26 PM,finance_2094228.pdf,BOQ Comparative Chart,Er Narendra Chaudhry,Internal,,Surendra Yadav,10-Jun-2026 03:29 PM,finsummary_2094228.pdf (1112.64 KB),1.0,5981702.0,M/s AM Enterprises,INR,"1,719,240.69",AOC,"1,000",Nil,Nil,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,11-Mar-2026 05:15 PM,18-Mar-2026 12:30 PM,11-Mar-2026 05:15 PM,18-Mar-2026 12:00 PM,NA ,NA ,11-Mar-2026 05:15 PM,18-Mar-2026 12:00 PM,01-Apr-2026 01:45 PM,"35,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2187/red/tender/unnao/25-26 dt- 10-02-2026,2026_REDUP_1123792_22,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Er Narendra Chaudhary,Vikas Bhawan Unnao,Gram Pradhan Chamrauli Dawara Daulatkhera Mazra Chamrauli Unnao me Prastavit Bhumi per Baratsala Ka Nirman karye.,Gram Pradhan Chamrauli Dawara Daulatkhera Mazra Chamrauli Unnao me Prastavit Bhumi per Baratsala Ka Nirman karye.,Plz Refer Doc ,NA ,"17,57,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED UNNAO,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,5980633,jagdish singh,17-Mar-2026 08:12 PM,Rejected-AOC,l2,10-Jun-2026 03:32 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,3,5981702,M/s AM Enterprises,17-Mar-2026 01:14 PM,Accepted-AOC,l1,10-Jun-2026 03:32 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,4,5979178,M/S LAKSHMI SHANKAR,16-Mar-2026 07:18 PM,Rejected-Technical,Clause 2.1 of ITB,01-Apr-2026 01:41 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
