S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Tender Stage
1.0,6038263.0,Tejas Enterprises,INR,"4,396,734",UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,2026_UPPAN_1133372_1,"79/PAN/ET/25-26, DT. 04-04-2026",CONSTRUCTION OF BOUNDARY WALL AND MAIN GATE AT POLICE STATION PAWAI DISTT AZAMGARH U.P.,1,6072388,HAPRDS MULTI SERVICES PVT LTD,27-Apr-2026 02:55 PM,Rejected-Finance,L4,26-May-2026 06:48 PM,16-Jun-2026,"INR 4,396,734",210.0,Sanjeev Saxena,15-Jun-2026 12:28 PM,PAWAILOA.pdf (74.00 KB),L1,SANJEEV SAXENA,Internal,DULAREY PRASAD PRASHANT TRIPATHI,Sanjeev Saxena,21-May-2026 02:58 PM,22-May-2026 11:00 AM,techsummary_2115545.pdf (780.17 KB),Finance,ALL BIDDER ADMITTED,Sanjeev Saxena,26-May-2026 05:53 PM,,BOQ Comparative Chart,SANJEEV SAXENA,Internal,DULAREY PRASAD PRASHANT TRIPATHI,Sanjeev Saxena,26-May-2026 06:48 PM,finsummary_2115545.pdf (46.12 KB),Technical,1 bidder rejected in technical,Sanjeev Saxena,21-May-2026 02:40 PM,,AOC,04-Apr-2026 06:00 PM,28-Apr-2026 11:30 AM,04-Apr-2026 06:00 PM,27-Apr-2026 05:00 PM,NA ,NA ,04-Apr-2026 06:00 PM,27-Apr-2026 05:00 PM,22-May-2026 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"79/PAN/ET/25-26, DT. 04-04-2026",2026_UPPAN_1133372_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,DATE Corrigendum,Date,,Sanjeev Saxena,U.P. Police Avas Nigam Ltd,"2,360",Nil,Nil,No,CONSTRUCTION OF BOUNDARY WALL AND MAIN GATE AT POLICE STATION PAWAI DISTT AZAMGARH U.P.,CONSTRUCTION OF BOUNDARY WALL AND MAIN GATE AT POLICE STATION PAWAI DISTT AZAMGARH U.P.,Please refer Tender documents. ,NA ,"54,28,000",Civil Works,NA ,Tender,90.0,210.0,POLICE STATION PAWAI DISTT AZAMGARH U.P.,276288.0,NA ,NA ,NA ,U.P. Police Avas Nigam Ltd,No ,No,"1,10,000",No,fixed,,Nil,Nil,1.0,SBI Bank,AOC
,,,,,,,,,2,6071264,M/s ANSARI CONSTRUCTION CO,27-Apr-2026 12:35 PM,Rejected-Finance,L2,26-May-2026 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6048592,M/S MAMTA TRADERS,25-Apr-2026 03:42 PM,Rejected-Finance,L3,26-May-2026 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6044244,Pacific buildcon,27-Apr-2026 01:40 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-May-2026 02:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,6072783,Roshan Lal Traders,27-Apr-2026 04:51 PM,Rejected-Finance,L5,26-May-2026 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,6038263,Tejas Enterprises,09-Apr-2026 02:49 PM,Accepted-AOC,L1,15-Jun-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
