Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
18-Jun-2026,"INR 406,912",180.0,Bipin Bihari Singh,18-Jun-2026 06:17 PM,aoc_3.pdf (297.00 KB),1,6099062,GAYATRI ENTERPRISES,08-May-2026 04:02 PM,Accepted-AOC,as per boq,18-Jun-2026 06:17 PM,1.0,6099062.0,GAYATRI ENTERPRISES,INR,"406,912","U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-1, Gorakhpur||ID, gorakhpur",2026_UPIDC_1145806_1,01/AUCTION/EEID-1/2026-27,Silt auction work from the internal section (bed/dola) of the Mansoorganj Escape between km 0.000 and km 6.800,Finance,attached,Bipin Bihari Singh,18-Jun-2026 05:34 PM,finance_2142204.pdf,BOQ Comparative Chart,BIPIN BIHARI SINGH,Internal,,Bipin Bihari Singh,19-May-2026 12:34 PM,19-May-2026 12:35 PM,techsummary_2142204.pdf (317.80 KB),Technical,ATTACHED,Bipin Bihari Singh,19-May-2026 12:28 PM,technical_2142204.pdf,Bipin Bihari Singh,Internal,,Bipin Bihari Singh,18-Jun-2026 05:45 PM,finsummary_2142204.pdf (317.80 KB),AOC,1.0,SBI Bank,"32,368",Yes,fixed,,Nil,Nil,Executive Engineer,Executive Engineer IRRIGATION DIVISION GORAKHPUR,Silt auction work from the internal section (bed/dola) of the Mansoorganj Escape between km 0.000 and km 6.800,Silt auction work from the internal section (bed/dola) of the Mansoorganj Escape between km 0.000 and km 6.800,Please refer Tender documents. ,NA ,"3,23,680",Civil Works,NA ,Tender,90.0,NA ,KUSHINAGAR,274403.0,NA ,NA ,NA ,IRRIGATION DIVISION GORAKHPUR,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-1, Gorakhpur||ID, gorakhpur",01/AUCTION/EEID-1/2026-27,2026_UPIDC_1145806_1,Yes,Auction,Item Wise,Works,2.0,No,No,Online,No,No,No,06-May-2026 01:00 PM,11-May-2026 02:00 PM,06-May-2026 01:00 PM,11-May-2026 01:00 PM,NA ,NA ,06-May-2026 01:00 PM,11-May-2026 01:00 PM,19-May-2026 12:35 PM,1,Fee/PreQual/Technical,.pdf,BID,0.0,Nil,Nil,No,AOC
,,,,,,2,6099641,PHEKU PRASAD THIKEDAR,08-May-2026 05:18 PM,Rejected-AOC,as per boq,18-Jun-2026 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,AOC
