Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Allahabad II,195/UPRNSS/E-TENDER/2026-27 Date 02.06.2026,2026_UPRNS_1156725_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"4,900",No,fixed,,EE,Fatehpur,826.0,EE,Fatehpur,No,Executive Engineer,"U.P. Rajya Nirman Sahkari Sangh Ltd. Nirman Prakhand Fatehpur. Goparl Nagar, G.T. Road, Fatehpur. 212601",04-Jun-2026 11:00 AM,12-Jun-2026 03:00 PM,04-Jun-2026 11:00 AM,12-Jun-2026 02:00 PM,NA ,NA ,04-Jun-2026 11:00 AM,12-Jun-2026 02:00 PM,12-Jun-2026 04:50 PM,1.0,Fee/PreQual/Technical,.pdf,NIT,"Construction Of Platform And G.I. Chain Link Fencing For Static Cryovessel At Pashu Chikitsalaya Sadar Vikas Khand Teliyani, Tehsil Fatehpur Distt. Fatehpur (U.P.)","Construction Of Platform And G.I. Chain Link Fencing For Static Cryovessel At Pashu Chikitsalaya Sadar Vikas Khand Teliyani, Tehsil Fatehpur Distt. Fatehpur (U.P.)",Please refer Tender documents. ,NA ,"2,42,956",Civil Works,NA ,Tender,90.0,45.0,Fatehpur,212601.0,NA ,NA ,NA ,Fatehpur,No ,No,1.0,FDR - Fixed Deposit,AOC,Technical,Technical,DIVAKAR MISHRA,12-Jun-2026 04:43 PM,technical_2167502.pdf,Divakar Kumar Mishra-E.E.,Internal,"Chandra Bhushan Mishra- A.E, Manish Kumar Singh-Accountant",DIVAKAR MISHRA,12-Jun-2026 05:03 PM,finsummary_2167502.pdf (269.07 KB),Finance,Financial,DIVAKAR MISHRA,12-Jun-2026 05:01 PM,finance_2167502.pdf,BOQ Comparative Chart,Divakar Kumar Mishra-E.E.,Internal,"Chandra Bhushan Mishra- A.E, Manish Kumar Singh-Accountant",DIVAKAR MISHRA,12-Jun-2026 04:46 PM,12-Jun-2026 04:50 PM,techsummary_2167502.pdf (269.07 KB),12-Jun-2026,"INR 242,835",45.0,DIVAKAR MISHRA,12-Jun-2026 05:20 PM,AOC.pdf (757.00 KB),AOC,1.0,6187745.0,ASHA CONSTRUCTION & SUPPLIERS,12-Jun-2026 11:39 AM,Rejected-Finance,L2,12-Jun-2026 05:03 PM,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Allahabad II,2026_UPRNS_1156725_1,195/UPRNSS/E-TENDER/2026-27 Date 02.06.2026,"Construction Of Platform And G.I. Chain Link Fencing For Static Cryovessel At Pashu Chikitsalaya Sadar Vikas Khand Teliyani, Tehsil Fatehpur Distt. Fatehpur (U.P.)",1.0,6186601.0,SHREE MEHANDIPUR BALAJI CONSTRUCTION,INR,"242,835",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6186601.0,SHREE MEHANDIPUR BALAJI CONSTRUCTION,11-Jun-2026 08:09 PM,Accepted-AOC,L1,12-Jun-2026 05:20 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Document,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
