Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1,Fee/PreQual/Technical,.pdf,T1,20-Apr-2026 12:00 PM,30-Apr-2026 04:00 PM,20-Apr-2026 12:00 PM,28-Apr-2026 12:00 PM,NA ,NA ,20-Apr-2026 12:00 PM,28-Apr-2026 12:00 PM,19-May-2026 12:00 PM,EE RED BSR,EE RED BS,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,1846/RED/Tender/ 2025-26/Dt 31/03/26,2026_REDUP_1139047_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Construction of CC road and drain from Bhagwan Singh house towards Nekpal Singh house in village Nekpur.,Construction of CC road and drain from Bhagwan Singh house towards Nekpal Singh house in village Nekpur.,Please refer Tender documents. ,NA ,"10,70,000",Civil Works,NA ,Tender,90.0,120.0,EE RED BSR,203001.0,EE RED BSR ,EE RED BS ,24-Apr-2026 11:00 AM ,EE RED BSR,No ,No,856.0,Nil,Nil,No,"22,000",No,fixed,,Nil,Nil,AOC,EE RED BSR,Internal,ee dao,Vishnoo Kumar,16-May-2026 01:08 PM,19-May-2026 12:00 PM,techsummary_2126739.pdf (495.53 KB),Finance,nekpur,Vishnoo Kumar,16-Jun-2026 07:41 PM,finance_2126739.pdf,BOQ Comparative Chart,EE RED BSR,Internal,EE and DAO,Vishnoo Kumar,16-Jun-2026 08:12 PM,finsummary_2126739.pdf (22.06 KB),Technical,nekpur,Vishnoo Kumar,16-May-2026 01:06 PM,technical_2126739.pdf,1,6066889,DURGA ENTERPRISES,24-Apr-2026 05:27 PM,Rejected-Finance,L2,16-Jun-2026 08:12 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,2026_REDUP_1139047_1,1846/RED/Tender/ 2025-26/Dt 31/03/26,Construction of CC road and drain from Bhagwan Singh house towards Nekpal Singh house in village Nekpur.,1.0,6067046.0,SURENDRA SAROJ CONSTRUCTIONS,INR,"1,067,846",16-Jun-2026,"INR 1,067,846",120.0,Vishnoo Kumar,16-Jun-2026 08:26 PM,BONNakpur.pdf (813.00 KB),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6067046,SURENDRA SAROJ CONSTRUCTIONS,24-Apr-2026 06:48 PM,Accepted-AOC,L1,16-Jun-2026 08:26 PM,,,,,,,,,,,,,,,,AOC
