EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"1,85,060",No,fixed,,UPSCIDC,ETAH,CONSTRUCTION OF MULTIPURPOSE SEED STORE AND TECHNOLOGY DISSEMINATION AT DISST-KASGANJ,CONSTRUCTION OF MULTIPURPOSE SEED STORE AND TECHNOLOGY DISSEMINATION AT DISST-KASGANJ,Please refer Tender documents. ,NA ,"92,53,000",Civil Works - Buildings,NA ,Tender,365.0,365.0,KASGANJ,207123.0,Superintending Engineer Office ,"H.No. 19, Ramji Dham Colony, Infront of Deviram Sweet, Rishipuram Road, Sikandra, Agra. ",24-Mar-2026 11:00 AM ,"H.No. 19, Ramji Dham Colony, Infront of Deviram Sw",No ,No,11-Mar-2026 06:00 PM,25-Mar-2026 01:00 PM,11-Mar-2026 06:00 PM,25-Mar-2026 12:00 PM,NA ,NA ,11-Mar-2026 06:00 PM,25-Mar-2026 12:00 PM,02-Apr-2026 05:30 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,32/SEEDSTORE/KASGANJ/25-26,2026_SCIDC_1123940_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,Superintending Engineer,"H.No. 19, Ramji Dham Colony, Infront of Deviram Sweet, Rishipuram Road, Sikandra, Agra.","2,360",UPSCIDC,ETAH,No,1.0,RTGS - RTGS Payment,AOC,Finance,Rate of M/S SHREE BANKEY BIHARI CONSTRUCTION is accepted,Gajendra Pal Singh,08-Jun-2026 02:43 PM,finance_2094260.pdf,BOQ Comparative Chart,SUPERINTENDING ENGINEER,Internal,,Gajendra Pal Singh,02-Apr-2026 05:27 PM,02-Apr-2026 05:30 PM,techsummary_2094260.pdf (164.83 KB),Technical,Three of Five bids are ok.,Gajendra Pal Singh,02-Apr-2026 05:25 PM,technical_2094260.pdf,SUPERINTENDING ENGINEER,Internal,,Gajendra Pal Singh,08-Jun-2026 02:49 PM,finsummary_2094260.pdf (666.98 KB),08-Jun-2026,"INR 8,326,774.7",365.0,Gajendra Pal Singh,08-Jun-2026 02:55 PM,FC32.pdf (667.00 KB),U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,2026_SCIDC_1123940_1,32/SEEDSTORE/KASGANJ/25-26,CONSTRUCTION OF MULTIPURPOSE SEED STORE AND TECHNOLOGY DISSEMINATION AT DISST-KASGANJ,1.0,6006210.0,M/S SHREE BANKEY BIHARI CONSTRUCTION,INR,"8,326,774.7",1,6005847,M/S PANDIT ENTERPRISES,25-Mar-2026 11:47 AM,Rejected-Technical,TECHNICALLY DISQUALIFIED,02-Apr-2026 05:27 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6006210,M/S SHREE BANKEY BIHARI CONSTRUCTION,25-Mar-2026 10:35 AM,Accepted-AOC,ok,08-Jun-2026 02:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6006044,SURENDRA PAL SHARMA CONSTRUCTION,25-Mar-2026 10:02 AM,Rejected-AOC,ok,08-Jun-2026 02:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6006566,TANISHQ ENTERPRISES,25-Mar-2026 11:29 AM,Rejected-Technical,TECHNICALLY DISQUALIFIED,02-Apr-2026 05:27 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6006009,VEERESH KUMAR SHARMA,25-Mar-2026 11:42 AM,Rejected-AOC,ok,08-Jun-2026 02:55 PM,AOC
