Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage
23-Jun-2026,"INR 3,025,523",60.0,Vinod Kumar,23-Jun-2026 10:37 AM,100klkanhagaushala.pdf (487.00 KB),1.0,6178687.0,BHAGWATIPRASAD CONTRACTOR,08-Jun-2026 11:53 AM,Rejected-AOC,bid admitted,23-Jun-2026 10:38 AM,1.0,6177654.0,G G CONTRACTOR,INR,"3,025,523",Directorate of Local Bodies UP||Nagar Panchayat Jagner Agra,2026_DOLBU_1149166_2,1551/N.P.J./2026-27,Nagar Panchayat jagner ki Kanha gaushala mein 100 kilo litre ka bada bhumigat reserve jalashay ka Nirman karya,Technical,technical bid admitted,Ravi kiran sharma,15-Jun-2026 09:00 AM,technical_2151305.pdf,E o vinod kumar,Internal,"JE-Satypal Raghav, Accountent- Ravikiran Sharma",Vinod Kumar,23-Jun-2026 10:11 AM,finsummary_2151305.pdf (95.61 KB),Finance,finencial bid admitted,Vinod Kumar,23-Jun-2026 09:37 AM,finance_2151305.pdf,BOQ Comparative Chart,E o vinod kumar,Internal,"JE-Satypal Raghav, Accountent- Ravikiran Sharma",Ravi kiran sharma,15-Jun-2026 09:19 AM,15-Jun-2026 09:25 AM,techsummary_2151305.pdf (95.70 KB),AOC,Directorate of Local Bodies UP||Nagar Panchayat Jagner Agra,1551/N.P.J./2026-27,2026_DOLBU_1149166_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Nagar Panchayat jagner ki Kanha gaushala mein 100 kilo litre ka bada bhumigat reserve jalashay ka Nirman karya,Construction,Please refer Tender documents. ,NA ,"30,53,000",Civil Works,NA ,Tender,90.0,90.0,Nagar panchayat jagner Agra,283115.0,NA ,NA ,NA ,Nagar panchayat jagner Agra,No ,No,"3,05,300",No,fixed,,executive officer,Nagar panchayat jagner Agar,"3,660",executive officer,Nagar panchayat jagner Agar,No,16-May-2026 11:00 AM,08-Jun-2026 03:00 PM,16-May-2026 11:00 AM,08-Jun-2026 01:00 PM,NA ,NA ,16-May-2026 11:00 AM,08-Jun-2026 01:00 PM,15-Jun-2026 09:25 AM,Execative officer,Nagar panchayat jagner Agra,1.0,Fee/PreQual/Technical,.pdf,Tender documents,1,DD - Demand Draft,AOC
,,,,,,2.0,6177654.0,G G CONTRACTOR,08-Jun-2026 12:03 AM,Accepted-AOC,bid admitted,23-Jun-2026 10:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,finencial documents,2,BC - Bankers Cheque,AOC
,,,,,,3.0,6178382.0,M/S MITTAL CONTRACTOR,08-Jun-2026 10:55 AM,Rejected-AOC,bid admitted,23-Jun-2026 10:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,AOC
,,,,,,4.0,6178843.0,M/s V P Enterprises,08-Jun-2026 12:26 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Jun-2026 09:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,AOC
