S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,FEE AND TENDER DOCUMENT,VIKASH KHAND BIRNO KE GRAM PANCHAYAT JAYANTIDASPUR ME C.C. ROAD SE DURJAN BIND KE DWAR HOTE HUE MAHRANI MAI MANDIR HOTE HUE AMBIKA BIND KE GHAR TAK ENTERLOCKING KARY,VIKASH KHAND BIRNO KE GRAM PANCHAYAT JAYANTIDASPUR ME C.C. ROAD SE DURJAN BIND KE DWAR HOTE HUE MAHRANI MAI MANDIR HOTE HUE AMBIKA BIND KE GHAR TAK ENTERLOCKING KARY,Please refer Tender documents. ,NA ,"12,06,000",Civil Works,NA ,Tender,90.0,90.0,GHAZIPUR,233001.0,NA ,NA ,NA ,OFFICE E.E. R.E.D. GHAZIPUR,No ,No,854.0,Nil,Nil,No,"24,120",Yes,percentage,2.0%,Nil,Nil,E.E. R.E.D. GHAZIPUR,OFFICE E.E. R.E.D. GHAZIPUR,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE GHAZIPUR,92/ST/date 17.03.2026,2026_REDUP_1135361_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,10-Apr-2026 11:00 AM,18-Apr-2026 12:30 PM,10-Apr-2026 11:00 AM,18-Apr-2026 12:00 PM,NA ,NA ,10-Apr-2026 11:00 AM,18-Apr-2026 12:00 PM,28-Apr-2026 01:00 PM,AOC,Finance,open,Puneet Kumar,29-Apr-2026 03:09 PM,finance_2119735.pdf,BOQ Comparative Chart,EE,Internal,"AE, DAO",Puneet Kumar,25-Apr-2026 06:33 PM,28-Apr-2026 01:00 PM,techsummary_2119735.pdf (93.56 KB),Technical,open,Puneet Kumar,18-Apr-2026 03:06 PM,technical_2119735.pdf,EE,Internal,AE DAO,Puneet Kumar,03-Jun-2026 10:54 AM,finsummary_2119735.pdf (615.69 KB),11-Jun-2026,"INR 1,423,046",90.0,Puneet Kumar,11-Jun-2026 05:32 PM,a1.pdf (596.00 KB),L1,1,6049781,M/S LALJI CONSTRUCTION,17-Apr-2026 07:25 PM,Accepted-AOC,L1,11-Jun-2026 05:32 PM,1.0,6049781.0,M/S LALJI CONSTRUCTION,INR,"1,423,046",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE GHAZIPUR,2026_REDUP_1135361_1,92/ST/date 17.03.2026,VIKASH KHAND BIRNO KE GRAM PANCHAYAT JAYANTIDASPUR ME C.C. ROAD SE DURJAN BIND KE DWAR HOTE HUE MAHRANI MAI MANDIR HOTE HUE AMBIKA BIND KE GHAR TAK ENTERLOCKING KARY,AOC
,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6052303,prakash construction,18-Apr-2026 11:28 AM,Rejected-Finance,L2,03-Jun-2026 10:54 AM,,,,,,,,,,AOC
