Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
Er Gyanendra Kumar SE RED Lucknow Circle,Internal,"Er Gyanendra Kumar SE RED Lucknow Circle, Er Gyanendra Kumar EE RED Sitapur, Er Noor Alam EE RED Raebareli. Er A K Sahu DAO RED Sitapur",Gyanendra Kumar,21-May-2026 11:02 AM,25-May-2026 12:00 PM,techsummary_2135338.pdf (300.62 KB),17-Jun-2026,"INR 4,799,789",90.0,Gyanedra Kumar,17-Jun-2026 10:54 AM,28_12.pdf (638.00 KB),Technical,Two bid have been received and send For Technical Evaluation,Gyanendra Kumar,15-May-2026 01:37 PM,,Finance,Summary,Gyanendra Kumar,29-May-2026 02:21 PM,,BOQ Comparative Chart,Er Gyanendra Kumar SE RED Lucknow,Internal,,Gyanendra Kumar,17-Jun-2026 10:43 AM,finsummary_2135338.pdf (637.67 KB),1.0,6112035.0,KAMLENDRA VIKRAM SINGH,INR,"4,799,789",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE,2026_REDUP_1143024_12,28/SE RED Lucknow/Sitapur/26-27 Dt 02/04/2026,"Under District Sitapur, Construction work of Rapta culvert at village Halepara, Lot No 12",1,6112035,KAMLENDRA VIKRAM SINGH,13-May-2026 08:45 PM,Accepted-AOC,AOC,17-Jun-2026 10:54 AM,AOC,SE RED Lucknow Circle,"SE RED, Near Vikas Bhawan, Sarvoday Nagar, Lucknow, 226016","Under District Sitapur, Construction work of Rapta culvert at village Halepara, Lot No 12","Under District Sitapur, Construction work of Rapta culvert at village Halepara, Lot No 12",Please refer Tender documents. ,NA ,"48,14,000",Civil Works,NA ,Tender,90.0,90.0,Sitapur,261001.0,SE RED Lucknow Circle ,"SE RED, Near Vikas Bhawan, Sarvoday Nagar, Lucknow, 226016  ",30-Apr-2026 11:00 AM ,SE RED Lucknow Circle,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE,28/SE RED Lucknow/Sitapur/26-27 Dt 02/04/2026,2026_REDUP_1143024_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,28-Apr-2026 06:00 PM,15-May-2026 12:30 PM,28-Apr-2026 06:00 PM,14-May-2026 12:00 PM,NA ,NA ,28-Apr-2026 06:00 PM,14-May-2026 12:00 PM,25-May-2026 12:00 PM,"5,000",Nil,Nil,No,"96,280",No,percentage,2.0%,Nil,Nil,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6113734,M/s Mannat Construction,13-May-2026 06:33 PM,Rejected-Finance,Rejected,17-Jun-2026 10:43 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(Boq),AOC
