Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
SEREDCIRCLEBAREILLY,Internal,SEREDCIRCLEBAREILLYEEREDDIVISIONSHAHJAHANPUREEREDDIVISIONPILIBHITDAOREDDIVISIONSHAHJAHANPUR,RAJESH KUMAR,10-Jun-2026 02:13 PM,16-Jun-2026 12:30 PM,techsummary_2148620.pdf (615.14 KB),27-Jun-2026,"INR 5,510,107",90.0,RAJESH KUMAR,27-Jun-2026 03:49 PM,39.pdf (328.00 KB),"AOC OF THE WORK - Interlocking paving work in Village Chandpur, extending from Premnarayan house to the temple site (Development Block Khutar).",Technical,bid open,RAJESH KUMAR,10-Jun-2026 02:11 PM,technical_2148620.pdf,Finance,fianancal bid open,RAJESH KUMAR,26-Jun-2026 06:19 PM,finance_2148620.pdf,BOQ Comparative Chart,SEREDCIRCLEBAREILLY,Internal,REDCIRCLEBAREILYEEREDDIVSIONSHAHJAHANPUREEREDDIVISIONPILIBHITDAOREDDIVISIONSHAHJAHANPUR,RAJESH KUMAR,26-Jun-2026 06:22 PM,finsummary_2148620.pdf (1223.47 KB),1.0,6141915.0,M/S SHRI SHIV ENTERPRISES,INR,"5,510,107",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE,2026_REDUP_1147416_39,23/RED/Nivida file Shahjahanpur/E Nivida/2026-27 dated 02-04-2026,"Interlocking paving work in Village Chandpur, extending from Premnarayan house to the temple site (Development Block Khutar).",1,6144425,Mahadev Construction,27-May-2026 05:45 PM,Rejected-Finance,due to higher rate,26-Jun-2026 06:22 PM,AOC,"2,354",Nil,Nil,No,"Interlocking paving work in Village Chandpur, extending from Premnarayan house to the temple site (Development Block Khutar).","Interlocking paving work in Village Chandpur, extending from Premnarayan house to the temple site (Development Block Khutar).",Please refer Tender documents. ,NA ,"46,95,000",Civil Works - Roads,NA ,Tender,90.0,90.0,KHUTAR SHAHJAHANPUR,242405.0,SE RED CIRCLE BAREILLY OFFICE ,SE RED CIRCLE BAREILLY OFFICE ,14-May-2026 12:00 PM ,SE RED CIRCLE BAREILLY OFFICE,No ,No,"94,000",No,fixed,,Nil,Nil,13-May-2026 03:00 PM,28-May-2026 04:00 PM,13-May-2026 03:00 PM,28-May-2026 12:00 PM,NA ,NA ,13-May-2026 03:00 PM,28-May-2026 12:00 PM,16-Jun-2026 12:30 PM,SE RED CIRCLE BAREILLY,SE RED CIRCLE BAREILLY OFFICE,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE,23/RED/Nivida file Shahjahanpur/E Nivida/2026-27 dated 02-04-2026,2026_REDUP_1147416_39,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENT,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6141915,M/S SHRI SHIV ENTERPRISES,26-May-2026 02:55 AM,Accepted-AOC,DUE TO LOWER RATE,27-Jun-2026 06:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL DOCUMENT,AOC
