EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"3,12,000",No,fixed,,Nagar Nigam Gorakhpur,Nagar Nigam Gorakhpur,Ward number 28 Mansarovar Nagar mein agrahari puliya se rasulpur Chauraha Tak RCC Nala ka Nirman karya,Ward number 28 Mansarovar Nagar mein agrahari puliya se rasulpur Chauraha Tak RCC Nala ka Nirman karya,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,180.0,Gorakhpur,273001.0,NA ,NA ,NA ,Nagar Nigam Gorakhpur,No ,No,Directorate of Local Bodies UP||Gorakhpur Municipal Corporation,Jal Nikasi Sr 34 Ward 28,2026_DOLBU_1134483_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,doc,1.0,SBI Bank,"11,800",Nagar Nigam Gorakhpur,Nagar Nigam Gorakhpur,No,EE,Nagar Nigam Gorakhpur,08-Apr-2026 02:00 PM,20-Apr-2026 11:00 AM,08-Apr-2026 02:00 PM,18-Apr-2026 04:00 PM,NA ,NA ,08-Apr-2026 02:00 PM,18-Apr-2026 04:00 PM,06-Jun-2026 02:00 PM,AOC,Technical,Admit,Ashok kumar,21-Apr-2026 01:22 PM,,AMC,Internal,,AMAR NATH,11-Jun-2026 02:45 PM,finsummary_2117928.pdf (490.03 KB),Finance,Admit,Ashok kumar,06-Jun-2026 06:35 PM,,BOQ Comparative Chart,AMC,Internal,,AMAR NATH,06-Jun-2026 01:45 PM,06-Jun-2026 02:00 PM,techsummary_2117928.pdf (389.86 KB),24-Jun-2026,"INR 18,228,028",180.0,AMAR NATH,24-Jun-2026 07:16 PM,1134483_0001.pdf (1244.00 KB),Directorate of Local Bodies UP||Gorakhpur Municipal Corporation,2026_DOLBU_1134483_1,Jal Nikasi Sr 34 Ward 28,Ward number 28 Mansarovar Nagar mein agrahari puliya se rasulpur Chauraha Tak RCC Nala ka Nirman karya,1.0,6049059.0,Om Nath Yadav,INR,"18,228,028",1,6048835,M/S CHANDRAMOHAN UPADHYAY,16-Apr-2026 03:40 PM,Rejected-Finance,L3,11-Jun-2026 02:45 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6052165,M/S VISHAL CONSTRUCTION,16-Apr-2026 04:14 PM,Rejected-Finance,L2,11-Jun-2026 02:45 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6049059,Om Nath Yadav,15-Apr-2026 01:58 PM,Accepted-AOC,Work order issued,24-Jun-2026 07:16 PM,AOC
