Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SHAMLI,1178/EERED/TENDER/2025-26/ Dt 21-02-2026,2026_REDUP_1129321_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"27,000",No,fixed,,Nil,Nil,28-Mar-2026 10:00 AM,02-Apr-2026 12:30 PM,28-Mar-2026 10:00 AM,02-Apr-2026 10:30 AM,NA ,NA ,28-Mar-2026 10:00 AM,02-Apr-2026 10:30 AM,19-May-2026 05:10 PM,05- GRAM GOGWAN MAI BADA MADARSE SE KHEL MAIDEN KI AOR CC ROAD NIRMAN KARYA.,05- GRAM GOGWAN MAI BADA MADARSE SE KHEL MAIDEN KI AOR CC ROAD NIRMAN KARYA.,Please refer Tender documents. ,NA ,,Construction Works,NA ,Tender,90.0,90.0,SHAMLI,247776.0,NA ,NA ,NA ,"EE RED Office, Shamli",No ,No,854.0,Nil,Nil,No,EE RED Shamli,"EE RED Office, Shamli",1,Fee/PreQual/Technical,.pdf,Technical Docoments,1.0,SBI Bank,AOC,Technical,ok,Avinash Kumar,04-Apr-2026 04:42 PM,technical_2107423.pdf,Executive Engineer,Internal,,Parmod Kumar,19-May-2026 06:19 PM,finsummary_2107423.pdf (19.28 KB),Finance,OK,Parmod Kumar,19-May-2026 06:09 PM,,BOQ Comparative Chart,Executive Engineer,Internal,,Avinash Kumar,19-May-2026 05:08 PM,19-May-2026 05:10 PM,techsummary_2107423.pdf (131.88 KB),01-Jun-2026,"INR 1,336,839.836",90.0,Avinash Kumar,09-Jun-2026 06:19 PM,BidFoundsuccessfull.pdf (19.00 KB),1,6026068,M/S CHOUDHARY CONSTRUCTION,02-Apr-2026 05:48 AM,Rejected-Finance,L2,19-May-2026 06:19 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SHAMLI,2026_REDUP_1129321_5,1178/EERED/TENDER/2025-26/ Dt 21-02-2026,05- GRAM GOGWAN MAI BADA MADARSE SE KHEL MAIDEN KI AOR CC ROAD NIRMAN KARYA.,1.0,6026103.0,RAHISHUDIN,INR,"1,336,839.836",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6026103,RAHISHUDIN,01-Apr-2026 09:49 PM,Accepted-AOC,L1,09-Jun-2026 06:19 PM,,,,,,,,,,AOC
