S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,6210410.0,M/S PARVEZ ALAM CONTRACTOR AND SUPPLIERS,INR,"112,860",Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1152362_1,229/NP/NV/RVA/2026-27,8- npp sandila me wno11 me haji nizam wali gali me ikrar ke makan se afjaal hussain ke makan tak cc sadak va nali nirman karya,1.0,6212612.0,M/S INDRA BHUSHAN CONTRACTOR,22-Jun-2026 02:43 PM,Rejected-AOC,L2,28-Jun-2026 02:40 PM,29-Jun-2026,"INR 112,860",60.0,Shiv Kumar,22-Jul-2026 05:31 PM,8.pdf (401.00 KB),eo and je,Internal,,Shiv Kumar,28-Jul-2026 05:31 PM,finsummary_2158728.pdf (400.78 KB),Technical,2 admitted,Shiv Kumar,27-Jun-2026 02:35 PM,,eo and je,Internal,,Shiv Kumar,27-Jun-2026 02:37 PM,27-Jun-2026 03:00 PM,techsummary_2158728.pdf (722.51 KB),Finance,PARVEZ ALAM CONTRACTOR AND SUPPLIERS winner,Shiv Kumar,28-Jun-2026 02:35 PM,,BOQ Comparative Chart,AOC,23-May-2026 05:00 PM,23-Jun-2026 11:00 AM,23-May-2026 05:00 PM,22-Jun-2026 05:00 PM,NA ,NA ,23-May-2026 05:00 PM,22-Jun-2026 05:00 PM,27-Jun-2026 03:00 PM,1,DD - Demand Draft,8- npp sandila me wno11 me haji nizam wali gali me ikrar ke makan se afjaal hussain ke makan tak cc sadak va nali nirman karya,8- npp sandila me wno11 me haji nizam wali gali me ikrar ke makan se afjaal hussain ke makan tak cc sadak va nali nirman karya,Please refer Tender documents. ,NA ,"1,14,191",Civil Works,NA ,Tender,90.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,EO and JE,sandila,1.0,Fee/PreQual/Technical,.pdf,tech,1.0,date extend,Date,,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,229/NP/NV/RVA/2026-27,2026_DOLBU_1152362_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"9,700",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,114.0,adhishashi adhikari nagar palika parishad,sandila,No,AOC
,,,,,,,,,2.0,6210410.0,M/S PARVEZ ALAM CONTRACTOR AND SUPPLIERS,22-Jun-2026 02:34 PM,Accepted-AOC,L1,28-Jun-2026 02:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,2.0,conditions apply,Other,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
