Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
24-Jun-2026,"INR 1,646,111.67",90.0,ROLI VISHVKARMA,24-Jun-2026 12:09 PM,rispansiv.pdf (47.00 KB),aoc,1,6165066,DIWAN YADAV,07-Jun-2026 03:56 PM,Accepted-AOC,aoc,24-Jun-2026 12:09 PM,1.0,6165066.0,DIWAN YADAV,INR,"1,646,111.67",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2026_REDUP_1154625_1,544/EE/RED/25-05-2026,LOT02 VIKAS KHAND CHILKAHAR KE KASTURBA GANDHI BALIKA ASWAN SIKSHA KHSETRA ME TILES AUR BAOUNDRIWALL KA NIRMAN KARYA,Finance,2 bid,Ratnesh Kumar Gond,18-Jun-2026 02:34 PM,,BOQ Comparative Chart,EE,Internal,aedao,Ratnesh Kumar Gond,17-Jun-2026 05:30 PM,18-Jun-2026 11:00 AM,techsummary_2162832.pdf (47.05 KB),Technical,2 bid,Ratnesh Kumar Gond,10-Jun-2026 12:59 PM,,EE,Internal,aedao,ROLI VISHVKARMA,24-Jun-2026 12:05 PM,finsummary_2162832.pdf (47.03 KB),AOC,1,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,02-Jun-2026 09:00 AM,10-Jun-2026 12:00 PM,02-Jun-2026 09:00 AM,09-Jun-2026 12:00 PM,NA ,NA ,02-Jun-2026 09:00 AM,09-Jun-2026 12:00 PM,18-Jun-2026 11:00 AM,1.0,SBI Bank,LOT02 VIKAS KHAND CHILKAHAR KE KASTURBA GANDHI BALIKA ASWAN SIKSHA KHSETRA ME TILES AUR BAOUNDRIWALL KA NIRMAN KARYA,LOT02 VIKAS KHAND CHILKAHAR KE KASTURBA GANDHI BALIKA ASWAN SIKSHA KHSETRA ME TILES AUR BAOUNDRIWALL KA NIRMAN KARYA,Please refer Tender documents. ,NA ,"16,38,000",Civil Works,NA ,Tender,90.0,90.0,BALLIA,277001.0,NA ,NA ,NA ,EE RED BALLIA,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,544/EE/RED/25-05-2026,2026_REDUP_1154625_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"33,000",Yes,fixed,,Nil,Nil,EE RED DIV BALLIA,EE RED DIV BALLIA,944.0,Nil,Nil,No,AOC
,,,,,,,2,6165045,M/S KAMAL DEO YADAV,07-Jun-2026 04:04 PM,Rejected-Finance,second lowest,24-Jun-2026 12:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
