S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,SBI Bank,Construction of CC road and drain in Gali No. 01 and Gali No. 02 on City Zone Ward-22 Rahul Vihar FCI Road.,Construction of CC road and drain in Gali No. 01 and Gali No. 02 on City Zone Ward-22 Rahul Vihar FCI Road.,Please refer Tender documents. ,NA ,"2,55,276",Civil Works,NA ,Tender,90.0,NA ,Ghaziabad,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,"7,658",No,percentage,3.0%,Nil,Nil,"1,416",Nil,Nil,No,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,119/Nirman/2026-27 Date 22.04.2026,2026_DOLBU_1142879_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,CE,Ghaziabad Nagar Nigam,28-Apr-2026 09:00 AM,04-May-2026 03:30 PM,28-Apr-2026 09:00 AM,04-May-2026 03:00 PM,NA ,NA ,28-Apr-2026 09:00 AM,04-May-2026 03:00 PM,20-May-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,Tender Notice,AOC,Finance,Finance,narendra kumar chaudhary,21-May-2026 04:00 PM,,BOQ Comparative Chart,ce,Internal,,Kuldeep Kumar Tamar,15-Jun-2026 01:33 PM,finsummary_2134523.pdf (562.20 KB),1.0,6087320.0,JSB ENTERPRISES,INR,"216,984",Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1142879_11,119/Nirman/2026-27 Date 22.04.2026,Construction of CC road and drain in Gali No. 01 and Gali No. 02 on City Zone Ward-22 Rahul Vihar FCI Road.,1,6081613,JP SHAKTI CONSTRUCTION,01-May-2026 12:54 PM,Rejected-Finance,L2,15-Jun-2026 01:33 PM,CE,Internal,,Kuldeep Kumar Tamar,19-May-2026 01:12 PM,20-May-2026 12:00 PM,techsummary_2134523.pdf (421.56 KB),15-Jun-2026,"INR 216,984",30.0,Kuldeep Kumar Tamar,15-Jun-2026 01:35 PM,011119.pdf (562.00 KB),Technical,Technical,Kuldeep Kumar Tamar,05-May-2026 11:20 AM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,2,6087320,JSB ENTERPRISES,04-May-2026 01:09 PM,Accepted-AOC,L1,15-Jun-2026 01:35 PM,,,,,,,,,,,,,,,,,,,AOC
