Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1,Fee/PreQual/Technical,.pdf,BID,413.0,Nil,Nil,No,1.0,SBI Bank,Directorate of Local Bodies UP||Aligarh Municipal Corporation,1826 Dt. 09.03.2026,2026_DOLBU_1126449_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,06-Apr-2026 06:00 PM,15-Apr-2026 04:00 PM,06-Apr-2026 06:00 PM,15-Apr-2026 02:00 PM,NA ,NA ,06-Apr-2026 06:00 PM,15-Apr-2026 02:00 PM,08-May-2026 03:20 PM,Municipal Commissioner,Aligarh,"3,060",No,fixed,,Nil,Nil,Repairing/Replacement of Fire Hydrant,Repairing/Replacement of Fire Hydrant,Please refer Tender documents. ,NA ,,Repair and Maintenance Works,NA ,Tender,120.0,NA ,Aligarh,202001.0,NA ,NA ,NA ,Aligarh,No ,No,AOC,AMC,Internal,"GM (Jal), AO",Pramod Kumar Singh,09-Jun-2026 04:30 PM,finsummary_2116589.pdf (429.55 KB),Technical,Qualified,Pramod Kumar Singh,08-May-2026 03:13 PM,technical_2116589.pdf,AMC,Internal,"GM (Jal), AO",Pramod Kumar Singh,08-May-2026 03:16 PM,08-May-2026 03:20 PM,techsummary_2116589.pdf (754.53 KB),Finance,one qualified,Pramod Kumar Singh,09-Jun-2026 04:28 PM,finance_2116589.pdf,BOQ Comparative Chart,1,6044107,M/S H.S.L ENTERPRISES,15-Apr-2026 01:15 PM,Accepted-AOC,Qualified,09-Jun-2026 04:32 PM,Directorate of Local Bodies UP||Aligarh Municipal Corporation,2026_DOLBU_1126449_2,1826 Dt. 09.03.2026,Repairing/Replacement of Fire Hydrant,1.0,6044107.0,M/S H.S.L ENTERPRISES,INR,"144,905",09-Jun-2026,"INR 144,905",365.0,Pramod Kumar Singh,09-Jun-2026 04:32 PM,fire.pdf (430.00 KB),AOC
2,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6044274,M/S VISHAL ENTERPRISES,15-Apr-2026 01:24 PM,Not Admitted-Finance,Not qualified for AOC,09-Jun-2026 04:28 PM,,,,,,,,,,,,,,,,AOC
