Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
854.0,Nil,Nil,No,1.0,SBI Bank,"U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||E E Central Store Division-III, KALAGARH",70/EE/CSD-3/2025-26 (LOT-8),2026_UPIDM_1122330_2,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,23-Mar-2026 03:00 PM,28-Mar-2026 03:05 PM,23-Mar-2026 03:00 PM,28-Mar-2026 03:00 PM,NA ,NA ,23-Mar-2026 03:00 PM,28-Mar-2026 03:00 PM,30-Mar-2026 06:50 PM,1.0,Fee/PreQual/Technical,.pdf,"FEE, EMD, PREBID QUALIFICATION","Deploying mud pump with diesel, Boat and boat man for the project of river training channelization for the protection of Vill. Baghpur, Mirapur Sadhunangal and other vill. groups from flood and erosion right bank of Ganga River.","Deploying mud pump with diesel, Boat and boat man for the project of river training channelization for the protection of Vill. Baghpur, Mirapur Sadhunangal and other vill. groups from flood and erosion right bank of Ganga River.",PLEASE REFER TENDER DOCUMENTS  ,NA ,,Miscellaneous Works,NA ,Tender,120.0,90.0,meerut,250406.0,NA ,NA ,NA ,"Office of the Executive Engineer, CSD-3, Kalagarh",No ,No,"62,000",No,fixed,,Nil,Nil,"Executive Engineer, CSD-3, kalagarh","Office of the Executive Engineer, CSD-3, Kalagarh",AOC,EE,Internal,,Manoj kumar Gour,04-Jun-2026 04:11 PM,finsummary_2106476.pdf (495.42 KB),Technical,3 Technical Bids Received.,Manoj kumar Gour,30-Mar-2026 06:24 PM,,EE,Internal,,Manoj kumar Gour,30-Mar-2026 06:36 PM,30-Mar-2026 06:50 PM,techsummary_2106476.pdf (495.63 KB),Finance,2 fin bids received,Manoj kumar Gour,30-Mar-2026 07:34 PM,,BOQ Comparative Chart,1,6014007,M/S RAJARAM,27-Mar-2026 05:00 PM,Rejected-Technical,technically not qualified,30-Mar-2026 06:36 PM,"U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||E E Central Store Division-III, KALAGARH",2026_UPIDM_1122330_2,70/EE/CSD-3/2025-26 (LOT-8),"Deploying mud pump with diesel, Boat and boat man for the project of river training channelization for the protection of Vill. Baghpur, Mirapur Sadhunangal and other vill. groups from flood and erosion right bank of Ganga River.",1.0,6013056.0,SHIV RAM ENTERPRISES,INR,"2,938,770",04-Jun-2026,"INR 2,938,770",90.0,Manoj kumar Gour,04-Jun-2026 04:15 PM,708.pdf (495.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6011011,M/S S S ENTERPRISES,26-Mar-2026 07:34 PM,Rejected-Finance,HIGHER RATES,04-Jun-2026 04:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,6013056,SHIV RAM ENTERPRISES,27-Mar-2026 01:32 PM,Accepted-AOC,lowest bid,04-Jun-2026 04:15 PM,,,,,,,,,,,,,,,,AOC
