Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
06-Jun-2026,"INR 115,366",10.0,VISHAL PORWAL,16-Jun-2026 07:56 PM,04.pdf (171.00 KB),Date of start,1.0,6138867.0,M/S SUBHASH SINGH,INR,"115,366","U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur||SDSC, sitapur",2026_UPIDC_1150316_4,03/EE/2026-27,Cleaning of Rahi Cut Drain from km. 0.000 to km 4.47(Lot-04),1,6135514,M/S A.S. CONSTRUCTION,23-May-2026 01:41 PM,Rejected-Finance,Financlal Bid Rejected Due to Heigher Rate,04-Jun-2026 11:12 AM,Technical,06 Technical bid found in 05 accepted and 01 rejected,VISHAL PORWAL,30-May-2026 07:13 PM,technical_2153777.pdf,E.E. Vishal Porwal,Internal,,VISHAL PORWAL,04-Jun-2026 11:12 AM,finsummary_2153777.pdf (199.23 KB),Finance,05 Financial bid found in 01 accepted and 04 rejected,VISHAL PORWAL,04-Jun-2026 11:06 AM,finance_2153777.pdf,BOQ Comparative Chart,E.E. Vishal Porwal,Internal,,VISHAL PORWAL,30-May-2026 07:49 PM,02-Jun-2026 11:00 AM,techsummary_2153777.pdf (105.08 KB),AOC,Cleaning of Rahi Cut Drain from km. 0.000 to km 4.47(Lot-04),Cleaning of Rahi Cut Drain from km. 0.000 to km 4.47(Lot-04),Please refer Tender documents. ,NA ,"2,19,000",Civil Works - Canal,NA ,Tender,90.0,15.0,Sitapur,261001.0,NA ,NA ,NA ,Sitapur Division Sharda Canal Sitapur,No ,No,1.0,SBI Bank,Executive Engineer,Sitapur Division Sharda Canal Sitapur,1.0,Fee/PreQual/Technical,.pdf,Tender Document,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur||SDSC, sitapur",03/EE/2026-27,2026_UPIDC_1150316_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,19-May-2026 09:00 AM,25-May-2026 02:00 PM,19-May-2026 09:00 AM,25-May-2026 01:00 PM,NA ,NA ,19-May-2026 09:00 AM,25-May-2026 01:00 PM,02-Jun-2026 11:00 AM,854.0,Nil,Nil,No,"4,380",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2,6133919,M/s Jai Singh,21-May-2026 03:06 PM,Rejected-Finance,Financlal Bid Rejected Due to Heigher Rate,04-Jun-2026 11:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,6138599,M/S JAITARA DEVELOPER,24-May-2026 10:23 PM,Rejected-Finance,Financlal Bid Rejected Due to Heigher Rate,04-Jun-2026 11:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,6137789,M/s Mahendra Kumar,25-May-2026 10:47 AM,Rejected-Finance,Financlal Bid Rejected Due to Heigher Rate,04-Jun-2026 11:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,6138867,M/S SUBHASH SINGH,24-May-2026 02:23 PM,Accepted-AOC,Date of start,16-Jun-2026 07:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,6137157,RAJEEV KUMAR SINGH,23-May-2026 11:47 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-May-2026 07:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
