Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Chief Engineer PWD Varanasi Zone||S.E. Jaunpur - Ghazipur Circle PWD Jaunpur,2608/SETender/jnp-gzp circle/25 Date-28-04-2026,2026_CEUVZ_1145630_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"SE, JAUNPUR-GHAZIPUR CIRCLE PWD , JAUNPUR","SE, JAUNPUR-GHAZIPUR CIRCLE PWD , JAUNPUR",1.0,SBI Bank,05-May-2026 06:30 PM,12-May-2026 12:30 PM,05-May-2026 06:30 PM,12-May-2026 12:00 PM,NA ,NA ,05-May-2026 06:30 PM,12-May-2026 12:00 PM,29-May-2026 04:25 PM,"10,28,000",Yes,fixed,,Nil,Nil,"2,714",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Construction work of The Office building of the newly created Superintending Engineer Jaunpur Ghazipur Circle PWD Jaunpur in District Jaunpur,Construction work of The Office building of the newly created Superintending Engineer Jaunpur Ghazipur Circle PWD Jaunpur in District Jaunpur,Please refer Tender documents. ,NA ,"1,65,55,000",Civil Works,NA ,Tender,90.0,120.0,JAUNPUR,222002.0,NA ,NA ,NA ,"SE, JAUNPUR-GHAZIPUR CIRCLE PWD , JAUNPUR",No ,No,AOC,Sk Singh,Internal,,Satya Kumar Singh,29-May-2026 04:19 PM,29-May-2026 04:25 PM,techsummary_2141724.pdf (660.45 KB),Finance,Finance,Satya Kumar Singh,01-Jun-2026 06:11 PM,,BOQ Comparative Chart,Sk Singh,Internal,,Satya Kumar Singh,01-Jun-2026 06:20 PM,finsummary_2141724.pdf (288.19 KB),Technical,Finance,Satya Kumar Singh,29-May-2026 04:17 PM,,1,6107705,PIYUSH KUMAR SINGH CONTRACTOR,12-May-2026 06:54 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-May-2026 04:17 PM,Chief Engineer PWD Varanasi Zone||S.E. Jaunpur - Ghazipur Circle PWD Jaunpur,2026_CEUVZ_1145630_1,2608/SETender/jnp-gzp circle/25 Date-28-04-2026,Construction work of The Office building of the newly created Superintending Engineer Jaunpur Ghazipur Circle PWD Jaunpur in District Jaunpur,1.0,6108129.0,SANDEEP YADAV,INR,"13,745,822.21",01-Jun-2026,"INR 13,745,822.21",120.0,Satya Kumar Singh,01-Jun-2026 06:29 PM,secircle.pdf (288.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6108129,SANDEEP YADAV,11-May-2026 11:26 PM,Accepted-AOC,AOC,01-Jun-2026 06:30 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,6109220,VVS CONSTRUCTION,12-May-2026 09:46 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-May-2026 04:17 PM,,,,,,,,,,,,,,,,AOC
