Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Khatauli Muzaffarnagar,54/30/NPPKHT/2026-27 DATE-17/04/2026,2026_DOLBU_1137649_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,"5,271",EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,No,NAGAR PALIKA KHATAULI ME WARD NO-05 DEVIDAS ME BANE SIVAR LINE KE PANI KI MOTER PAMP KE MADHYAM SE PAIPE LINE DWAR NIKANE WALE PLANT KE MOTER PUMP KI MARMMAT VA BAND PADE SAMPWELL KI SAFAI KA KARY,NAGAR PALIKA KHATAULI ME WARD NO-05 DEVIDAS ME BANE SIVAR LINE KE PANI KI MOTER PAMP KE MADHYAM SE PAIPE LINE DWAR NIKANE WALE PLANT KE MOTER PUMP KI MARMMAT VA BAND PADE SAMPWELL KI SAFAI KA KARY,Please refer Tender documents. ,NA ,"29,78,084",Solid Waste Management,SIVAR PUMP KI MARMMAT V SIVAR LINE SAFAI AADI KARY ,Tender,90.0,60.0,WORK,251201.0,NA ,NA ,NA ,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,No ,No,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"2,97,808",No,percentage,10.0%,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,1.0,FDR - Fixed Deposit,17-Apr-2026 02:00 PM,08-May-2026 02:00 PM,17-Apr-2026 02:00 PM,08-May-2026 12:00 PM,NA ,NA ,17-Apr-2026 02:00 PM,08-May-2026 12:00 PM,14-May-2026 02:00 PM,AOC,Technical,TECHNICAL,Rajeev Kumar,13-May-2026 11:43 AM,technical_2124301.pdf,CHAIRMAN EO JE,Internal,,Rajeev Kumar,19-May-2026 01:25 PM,finsummary_2124301.pdf (1882.19 KB),Finance,FINANCE,Rajeev Kumar,18-May-2026 12:25 PM,finance_2124301.pdf,BOQ Comparative Chart,CHAIRMAN AND EXICUTIVE OFFICER,Internal,CHAIRMAN AND EXICUTIVE OFFICER JE,Rajeev Kumar,14-May-2026 01:34 PM,14-May-2026 02:00 PM,techsummary_2124301.pdf (2063.90 KB),23-May-2026,"INR 2,973,616",60.0,Rajeev Kumar,01-Jun-2026 01:10 PM,work30.pdf (351.00 KB),1,6096428,AS ENGINEERING WORKS,07-May-2026 03:36 PM,Accepted-AOC,BELOW,01-Jun-2026 01:11 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Khatauli Muzaffarnagar,2026_DOLBU_1137649_1,54/30/NPPKHT/2026-27 DATE-17/04/2026,NAGAR PALIKA KHATAULI ME WARD NO-05 DEVIDAS ME BANE SIVAR LINE KE PANI KI MOTER PAMP KE MADHYAM SE PAIPE LINE DWAR NIKANE WALE PLANT KE MOTER PUMP KI MARMMAT VA BAND PADE SAMPWELL KI SAFAI KA KARY,1.0,6096428.0,AS ENGINEERING WORKS,INR,"2,973,616",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,2.0,RTGS - RTGS Payment,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6096497,GUPTA ENGINEERING WORKS,07-May-2026 04:00 PM,Rejected-AOC,ABOVE,01-Jun-2026 01:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6096593,M/S CHAUHAN CONTRACTOR,07-May-2026 04:38 PM,Rejected-AOC,ABOVE,01-Jun-2026 01:11 PM,,,,,,,,,,AOC
