Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Er. Bharat Ram,Internal,,Bharat Ram,06-Mar-2026 03:14 PM,06-Mar-2026 04:30 PM,techsummary_2069473.pdf (666.12 KB),Technical,Attached,Bharat Ram,06-Mar-2026 12:59 PM,,19-Mar-2026,"INR 1,245,406.4",20.0,Bharat Ram,13-Jun-2026 01:54 PM,lot6.pdf (341.00 KB),1.0,Revocation,Attached,05-Mar-2026 10:48 PM,Sudhhipatra.pdf ,20.77,Technical Opening,1,5898814,AKANKSHA ASSOCIATES,20-Feb-2026 11:56 AM,Rejected-Finance,L3,10-Mar-2026 01:09 PM,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti||EE FLOOD DIVISION, BALRAMPUR",2026_UPIDC_1112264_24,15/EE/2025-26,Silt Clearance work of Kachani Drain From Km. 0.000 to 8.000 in Distt- Balrampur,1.0,5893823.0,Ms Ram Nath Shukla Contractor,INR,"1,245,406.4",Finance,Attached,Bharat Ram,10-Mar-2026 01:06 PM,,BOQ Comparative Chart,Er. Bharat Ram,Internal,,Bharat Ram,10-Mar-2026 01:09 PM,finsummary_2069473.pdf (84.23 KB),AOC,854.0,Nil,Nil,No,13-Feb-2026 10:00 AM,20-Feb-2026 03:00 PM,13-Feb-2026 10:00 AM,20-Feb-2026 02:00 PM,NA ,NA ,13-Feb-2026 10:00 AM,20-Feb-2026 02:00 PM,06-Mar-2026 04:30 PM,1.0,Fee/PreQual/Technical,.pdf,Technical Document,"60,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti||EE FLOOD DIVISION, BALRAMPUR",15/EE/2025-26,2026_UPIDC_1112264_24,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,Flood Division Balrampur,Silt Clearance work of Kachani Drain From Km. 0.000 to 8.000 in Distt- Balrampur,As Per Tender Notice,As Per Tender Notice ,NA ,"30,22,000",Civil Works,NA ,Tender,90.0,20.0,Balrampur,271201.0,NA ,NA ,NA ,Balrampur,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2,5901161,A K ENTERPRIESES,20-Feb-2026 11:10 AM,Rejected-Technical,Technical Bid Not Qualified,06-Mar-2026 03:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,3,5901757,M P Traders,20-Feb-2026 12:44 PM,Rejected-Finance,L2,10-Mar-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,4,5892109,M/s Aman Traders,20-Feb-2026 11:41 AM,Rejected-Technical,Technical Bid Not Qualified,06-Mar-2026 03:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,5,5897058,M/s Anil Kumar Srivastava Contractor,19-Feb-2026 03:25 PM,Rejected-Technical,Technical Bid Not Qualified,06-Mar-2026 03:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,6,5901416,Ms A S Construction,20-Feb-2026 12:24 PM,Rejected-Finance,L4,10-Mar-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,7,5898618,M/S RADHIKA CONSTRUCTION COMPANY,20-Feb-2026 01:47 AM,Rejected-Technical,Technical Bid Not Qualified,06-Mar-2026 03:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,8,5891629,M/S RAJESH CONSTRUCTION,18-Feb-2026 11:57 AM,Rejected-Technical,Technical Bid Not Qualified,06-Mar-2026 03:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,9,5893823,Ms Ram Nath Shukla Contractor,20-Feb-2026 01:13 PM,Accepted-AOC,L1,13-Jun-2026 01:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
