Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
20-May-2026 10:00 AM,25-May-2026 12:30 PM,20-May-2026 10:00 AM,25-May-2026 12:00 PM,NA ,NA ,20-May-2026 10:00 AM,25-May-2026 12:00 PM,29-May-2026 12:30 PM,"42,000",Yes,fixed,,Nil,Nil,CINEMA CHAURAHE SE RAFI AHMAD KIDWAI INTER COLLEGE TAK EK COAT PAINTING KA KARYA,CINEMA CHAURAHE SE RAFI AHMAD KIDWAI INTER COLLEGE TAK EK COAT PAINTING KA KARYA,CINEMA CHAURAHE SE RAFI AHMAD KIDWAI INTER COLLEGE TAK EK COAT PAINTING KA KARYA ,NA ,"21,01,000",Civil Works,NA ,Tender,90.0,90.0,HARDOI,241001.0,NA ,NA ,NA ,E.E.R.E.D HARDOI,No ,No,1.0,SBI Bank,E.E.R.E.D HARDOI,E.E.R.E.D HARDOI,944.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE HARDOI,LETTAR NO 435 DATE 15.05.2026,2026_REDUP_1150816_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,EE,Internal,EE AE DAO,Pradeep Pal,25-May-2026 04:50 PM,29-May-2026 12:30 PM,techsummary_2155287.pdf (401.34 KB),Finance,EE AE DAO,Pradeep Pal,29-Jun-2026 08:14 PM,finance_2155287.pdf,BOQ Comparative Chart,EE,Internal,EE AE DAO,Pradeep Pal,29-Jun-2026 08:15 PM,finsummary_2155287.pdf (284.03 KB),Technical,EE AE DAO,Pradeep Pal,25-May-2026 04:47 PM,technical_2155287.pdf,1.0,6138459.0,M/S Ram Sewak Har Govind Sahai,INR,"2,099,706.151",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE HARDOI,2026_REDUP_1150816_1,LETTAR NO 435 DATE 15.05.2026,CINEMA CHAURAHE SE RAFI AHMAD KIDWAI INTER COLLEGE TAK EK COAT PAINTING KA KARYA,1,6138459,M/S Ram Sewak Har Govind Sahai,24-May-2026 09:10 AM,Accepted-AOC,RESPONSIVE,29-Jun-2026 08:17 PM,29-Jun-2026,"INR 2,099,706.151",90.0,Pradeep Pal,29-Jun-2026 08:17 PM,C.pdf (284.00 KB),EE AE DAO,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6139557,M/S SANKAT MOCHAN CONSTRUCTION,25-May-2026 12:22 AM,Rejected-AOC,RESPONSIVE,29-Jun-2026 08:17 PM,,,,,,,,AOC
