Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
18-Jun-2026,"INR 3,315,183.37",90.0,Satyaprakash Mishra,18-Jun-2026 02:48 PM,694.pdf (608.00 KB),AWARD OF CONTRACT,1,6098188,M/S SURESH KUMAR YADAV,12-May-2026 01:00 PM,Rejected-Finance,Higher,12-Jun-2026 07:01 PM,1.0,6096383.0,NARAYAN CONSTRUCTION,INR,"3,315,183.37",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,2026_REDUP_1145236_3,Notice No. 17 date 06-04-2026,Construction of Road at Gram Pahadi khurd me Ramapar main road se Rajendra Singh house,Technical,d,Satyaprakash Mishra,19-May-2026 06:24 PM,,Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,12-Jun-2026 07:01 PM,finsummary_2140579.pdf (560.65 KB),Finance,d,Satyaprakash Mishra,12-Jun-2026 06:17 PM,,BOQ Comparative Chart,Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,30-May-2026 04:07 PM,02-Jun-2026 01:00 PM,techsummary_2140579.pdf (796.83 KB),AOC,Construction of Road at Gram Pahadi khurd me Ramapar main road se Rajendra Singh house,Construction of Road at Gram Pahadi khurd me Ramapar main road se Rajendra Singh house,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,NA ,eeredallahabad,211002.0,NA ,NA ,NA ,eeredallahabad,No ,No,1,Fee/PreQual/Technical,.pdf,pdf,"67,000",No,fixed,,Nil,Nil,"2,500",Nil,Nil,No,1.0,SBI Bank,04-May-2026 06:55 PM,14-May-2026 02:00 PM,04-May-2026 06:55 PM,13-May-2026 05:00 PM,NA ,NA ,04-May-2026 06:55 PM,13-May-2026 05:00 PM,02-Jun-2026 01:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,Notice No. 17 date 06-04-2026,2026_REDUP_1145236_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,eeredallahabad,eeredallahabad,1.0,Corrigendum date,Date,,AOC
,,,,,,,2,6096383,NARAYAN CONSTRUCTION,12-May-2026 04:34 PM,Accepted-AOC,accepted,18-Jun-2026 02:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,Finance,.xls,xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
