S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
1,5983413,GAYATRI INFRATECH,18-Mar-2026 08:19 AM,Rejected-Finance,L2,06-Apr-2026 11:05 PM,"Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1124447_1,374/AA-2/25-26,Improvement of Road by CC from House of Sunil to Dj Sameer in Ward-11 Under zone-2.,1.0,5983040.0,M/s Ultra Construction and Suppliers,INR,"836,419",01-Jun-2026,"INR 836,419",45.0,DIVAKAR BHASKAR,10-Jun-2026 03:18 PM,1124447ultra.pdf (764.00 KB),Finance,M/s Ultra Construction and Suppliers,DIVAKAR BHASKAR,06-Apr-2026 02:19 PM,,BOQ Comparative Chart,CE,Internal,,DIVAKAR BHASKAR,06-Apr-2026 11:05 PM,finsummary_2095434.pdf (194.18 KB),CE,Internal,,DIVAKAR BHASKAR,06-Apr-2026 11:02 PM,techsummary_2095434.pdf (194.18 KB),AOC,"1,180",Nil,Nil,No,Improvement of Road by CC from House of Sunil to Dj Sameer in Ward-11 Under zone-2.,Improvement of Road by CC from House of Sunil to Dj Sameer in Ward-11 Under zone-2.,Please refer Tender documents. ,NA ,"9,93,432",Civil Works,NA ,Tender,90.0,45.0,Zone02,208007.0,NA ,NA ,NA ,MotiJheel Kanpur,No ,No,1.0,SBI Bank,"Kanpur Municipal Corporation, Kanpur, UP",374/AA-2/25-26,2026_NNKAN_1124447_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,"99,343",No,percentage,10.0%,Nil,Nil,13-Mar-2026 09:00 AM,18-Mar-2026 04:00 PM,13-Mar-2026 09:00 AM,18-Mar-2026 03:00 PM,NA ,NA ,13-Mar-2026 09:00 AM,18-Mar-2026 03:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Certificateofnon-pending5workasperthecontractonstamppaperofRs.100as perSerialNo.14oftenderconditions,C.E.,KMC Motijheel kanpur,AOC
2,5983040,M/s Ultra Construction and Suppliers,17-Mar-2026 08:25 PM,Accepted-AOC,AOC,10-Jun-2026 03:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC
