Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Directorate of Local Bodies UP||Nagar Panchayat Naugawansadat Amroha,2026_DOLBU_1136811_1,09/N.P.N.S/E-TENDER/2026-27,nagar panchayat office main gate work,1.0,6082011.0,SHENNAZ AKHTER CONTRACTOR,INR,"352,027",1,6082207,alinasircontractor,01-May-2026 06:16 PM,Rejected-Finance,SHENNAZ AKHTER CONTRACTOR is l1 bidder,20-Jun-2026 10:21 AM,20-Jun-2026,"INR 352,027",30.0,Anil Kumar,20-Jun-2026 10:25 AM,worrk.pdf (399.00 KB),m/s shehnaz akhtar is l1 bidder,eo salil bhardwaj,Internal,eo salil bhardwaj clerk anil kumar je tapesh kumar,Anil Kumar,20-Jun-2026 10:21 AM,finsummary_2122798.pdf (248.44 KB),Technical,all technical qualified bid admitted,Anil Kumar,12-May-2026 04:19 PM,technical_2122798.pdf,eo salil bhardwj,Internal,eo salil bhardwaj clerk anil kumar je tapesh kumar,Anil Kumar,12-May-2026 04:22 PM,12-May-2026 04:25 PM,techsummary_2122798.pdf (263.55 KB),Finance,all financial qualified bid admitted,Anil Kumar,20-Jun-2026 10:15 AM,finance_2122798.pdf,BOQ Comparative Chart,AOC,15-Apr-2026 12:00 PM,04-May-2026 02:00 PM,15-Apr-2026 12:00 PM,04-May-2026 02:00 PM,NA ,NA ,15-Apr-2026 12:00 PM,04-May-2026 02:00 PM,12-May-2026 04:25 PM,1.0,RTGS - RTGS Payment,eo,np naugawan sadat,Directorate of Local Bodies UP||Nagar Panchayat Naugawansadat Amroha,09/N.P.N.S/E-TENDER/2026-27,2026_DOLBU_1136811_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,fee,nagar panchayat office main gate work,nagar panchayat office main gate work,Please refer Tender documents. ,NA ,"3,53,700",Civil Works,NA ,Tender,90.0,30.0,np naugawan sadat,244251.0,NA ,NA ,NA ,np naugawan sadat,No ,No,1.0,change opening date,Date,,472.0,eo,np naugawan sadat,No,"7,074",No,fixed,,eo,np naugawan sadat,AOC
,,,,,,,,,2,6082280,M/s Galaxy India Construction,01-May-2026 07:14 PM,Rejected-Finance,SHENNAZ AKHTER CONTRACTOR is l1 bidder,20-Jun-2026 10:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,document,,,,,,,,,,,,,,,,,,,2.0,fee update,Fee,,,,,,,,,,,,AOC
,,,,,,,,,3,6082011,SHENNAZ AKHTER CONTRACTOR,01-May-2026 04:18 PM,Accepted-AOC,m/s shehnaz akhtar is l1 bidder,20-Jun-2026 10:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
