Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"CONSTRUCTION OF GUARD ROOM FOR MODEL COMPOSITE SCHOOL AT MANT, RAYA, MATHURA.","CONSTRUCTION OF GUARD ROOM FOR MODEL COMPOSITE SCHOOL AT MANT, RAYA, MATHURA.",Please refer Tender documents. ,NA ,"1,98,000",Civil Works,NA ,Tender,90.0,90.0,MATHURA,281202.0,NA ,NA ,NA ,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikand",No ,No,1.0,RTGS - RTGS Payment,"4,000",No,fixed,,UPSCIDCO,MATHURA,1.0,Fee/PreQual/Technical,.pdf,NIT,531.0,UPSCIDCO,MATHURA,No,Executive engineer,"Ex. En. Office H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikandra, Agra.",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,01/COMP.SCHOOL/MATHURA/26-27,2026_SCIDC_1150582_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,19-May-2026 02:00 PM,26-May-2026 01:00 PM,19-May-2026 02:00 PM,26-May-2026 12:00 PM,NA ,NA ,19-May-2026 02:00 PM,26-May-2026 12:00 PM,01-Jun-2026 12:50 PM,AOC,Finance,Rate of M/s TARUN ENTERPRISES is accepted.,Pramod Kumar,02-Jun-2026 01:14 PM,finance_2154571.pdf,BOQ Comparative Chart,Executive Engineer,Internal,,Sanjai Gangwar,01-Jun-2026 03:35 PM,01-Jun-2026 12:50 PM,techsummary_2154571.pdf (255.74 KB),Technical,All bids are ok.,Sanjai Gangwar,01-Jun-2026 12:44 PM,technical_2154571.pdf,Executive Engineer,Internal,,Sanjai Gangwar,02-Jun-2026 01:23 PM,finsummary_2154571.pdf (554.77 KB),1.0,Due to Correction,Correction,02-Jun-2026 12:45 PM,fr1mtr.pdf ,537.62,Financial Opening,02-Jun-2026,"INR 196,597.3",90.0,Sanjai Gangwar,02-Jun-2026 01:24 PM,fr1mtr.pdf (555.00 KB),1,6141283,M/S D S CONSTRUCTION,25-May-2026 04:00 PM,Rejected-AOC,OK,02-Jun-2026 01:25 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,2026_SCIDC_1150582_1,01/COMP.SCHOOL/MATHURA/26-27,"CONSTRUCTION OF GUARD ROOM FOR MODEL COMPOSITE SCHOOL AT MANT, RAYA, MATHURA.",1.0,6139192.0,TARUN ENTERPRISES,INR,"196,597.3",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6142557,M/S Narayan Associates,26-May-2026 08:51 AM,Rejected-AOC,OK,02-Jun-2026 01:25 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6139192,TARUN ENTERPRISES,24-May-2026 05:07 PM,Accepted-AOC,OK,02-Jun-2026 01:25 PM,,,,,,,,,,AOC
