Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1,Fee/PreQual/Technical,.pdf,NIT,05-May-2026 09:00 AM,12-May-2026 02:00 PM,05-May-2026 09:00 AM,12-May-2026 01:00 PM,05-May-2026 09:00 AM ,12-May-2026 01:00 PM ,05-May-2026 09:00 AM,12-May-2026 01:00 PM,21-May-2026 12:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,202 / E.E / Basti / I.T.I Harraiya Basti/E-Tender/ 2026-27 Dated 04 /05/2026,2026_SCIDC_1145162_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Executive Engineer,"H.No. 1348 Jaypurawa Gandhinagar, near Nagar palika Ke Piche , Basti-272001","1,63,000",No,fixed,,UPSCIDCO,BASTI,Repair and Renovation work at I.T.I Harraiya Basti,Repair and Renovation work at I.T.I Harraiya Basti,As Given in NIT ,NA ,"81,36,000",Civil Works,NA ,Tender,90.0,90.0,Basti,272001.0,"H.No. 1348 Jaypurawa Gandhinagar, near Nagar pali ","H.No. 1348 Jaypurawa Gandhinagar, near Nagar palika Ke Piche , Basti-272001 ",08-May-2026 12:00 PM ,UPSCIDCO BASTI,No ,No,1,FDR - Fixed Deposit,"2,360",UPSCIDCO,BASTI,No,AOC,Technical,M/s ADITI CONSTRUCTION and M/s Kalhans Traders Found,Ramesh Bahadur Shahi,21-May-2026 10:48 AM,technical_2140394.pdf,Sri Ramesh Bahadur Shahi EE,Internal,Attached,Ramesh Bahadur Shahi,06-Jun-2026 11:22 AM,finsummary_2140394.pdf (681.52 KB),Finance,M/s ADITI CONSTRUCTION Found L1,Ramesh Bahadur Shahi,06-Jun-2026 11:01 AM,finance_2140394.pdf,BOQ Comparative Chart,Sri Ramesh Bahadur Shahi EE,Internal,Accepted,Ramesh Bahadur Shahi,21-May-2026 10:54 AM,21-May-2026 12:00 PM,techsummary_2140394.pdf (343.99 KB),08-Jun-2026,"INR 8,127,864",90.0,Ramesh Bahadur Shahi,08-Jun-2026 11:18 AM,ITILOI.pdf (1271.00 KB),M/s Aditi Construction Found L1,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,2026_SCIDC_1145162_1,202 / E.E / Basti / I.T.I Harraiya Basti/E-Tender/ 2026-27 Dated 04 /05/2026,Repair and Renovation work at I.T.I Harraiya Basti,1.0,6107876.0,ADITI CONSTRUCTION,INR,"8,127,864",1,6107876,ADITI CONSTRUCTION,11-May-2026 09:21 PM,Accepted-AOC,L1,08-Jun-2026 11:18 AM,AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,RTGS - RTGS Payment,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6107932,M/s Kalhans Traders,11-May-2026 09:41 PM,Rejected-Finance,L2,06-Jun-2026 11:22 AM,AOC
