Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Executive Engineer,Internal,,Suresh Kumar Jaiswal,18-May-2026 04:51 PM,18-May-2026 05:00 PM,techsummary_2139475.pdf (437.21 KB),20-May-2026,"INR 3,061,990",90.0,Abhishek Rai,01-Jun-2026 04:06 PM,bpdf.pdf (153.00 KB),Technical,Opend,Abhishek Rai,14-May-2026 10:35 AM,,Executive Engineer,Internal,,Abhishek Rai,19-May-2026 11:54 AM,finsummary_2139475.pdf (152.96 KB),Finance,Opend,Abhishek Rai,19-May-2026 11:06 AM,,BOQ Comparative Chart,1.0,6097133.0,SAMAR ASSOCIATES,INR,"3,061,990",1,6096993,m/s chand associates,07-May-2026 06:30 PM,Rejected-AOC,L2,01-Jun-2026 04:06 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,2026_REDUP_1144823_13,81/EE/RED/GKP/25-26 Date 09-04-2026,Banwarpar Pitch Se Dalit Basti RajMangal Prasad ke Tole Tak CC Road/Pitch Sadak Ka Nirman Karya,AOC,896.0,Nil,Nil,No,EXECUTIVE ENGINEER,Vikash Bhawan,Banwarpar Pitch Se Dalit Basti RajMangal Prasad ke Tole Tak CC Road/Pitch Sadak Ka Nirman Karya,Banwarpar Pitch Se Dalit Basti RajMangal Prasad ke Tole Tak CC Road/Pitch Sadak Ka Nirman Karya,Please refer Tender documents. ,NA ,"30,64,000",Civil Works,NA ,Tender,90.0,90.0,GORAKHPUR,273001.0,NA ,NA ,NA ,Vikash Bhawan Gorakhpur,No ,No,1,Fee/PreQual/Technical,.pdf,Technical Bid,06-May-2026 09:00 AM,12-May-2026 09:00 AM,06-May-2026 09:00 AM,11-May-2026 12:00 PM,NA ,NA ,06-May-2026 09:00 AM,11-May-2026 12:00 PM,18-May-2026 05:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,81/EE/RED/GKP/25-26 Date 09-04-2026,2026_REDUP_1144823_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"61,280",No,percentage,2.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6097133,SAMAR ASSOCIATES,08-May-2026 08:45 PM,Accepted-AOC,L1,01-Jun-2026 04:06 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
