EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"12,000",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,229/NP/NV/RVA/2026-27,2026_DOLBU_1152355_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,3-npp sandila me wno 6 me diler ke makan se vimla ke makan tak cc sadak va nali nirman karya,3-npp sandila me wno 6 me diler ke makan se vimla ke makan tak cc sadak va nali nirman karya,Please refer Tender documents. ,NA ,"1,41,084",Civil Works,NA ,Tender,90.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,1.0,Fee/PreQual/Technical,.pdf,tech,23-May-2026 05:00 PM,23-Jun-2026 11:00 AM,23-May-2026 05:00 PM,22-Jun-2026 05:00 PM,NA ,NA ,23-May-2026 05:00 PM,22-Jun-2026 05:00 PM,27-Jun-2026 02:30 PM,1.0,date extend,Date,,1,DD - Demand Draft,144.0,adhishashi adhikari nagar palika parishad,sandila,No,EO and JE,sandila,AOC,Finance,UMESH CHANDRA RATHORE CONTRACTOR WINNER,Shiv Kumar,28-Jun-2026 01:44 PM,,BOQ Comparative Chart,eo and je,Internal,,Shiv Kumar,27-Jun-2026 02:20 PM,27-Jun-2026 02:30 PM,techsummary_2158721.pdf (783.82 KB),Technical,5 admitted,Shiv Kumar,27-Jun-2026 02:17 PM,,eo and je,Internal,,Shiv Kumar,28-Jun-2026 01:49 PM,finsummary_2158721.pdf (399.34 KB),29-Jun-2026,"INR 115,267.5",60.0,Shiv Kumar,28-Jun-2026 01:56 PM,3.pdf (399.00 KB),1.0,6192424.0,MOHAMMED ADIL,13-Jun-2026 03:54 PM,Rejected-AOC,L4,28-Jun-2026 01:57 PM,1.0,6208978.0,UMESH CHANDRA RATHORE CONTRACTOR,INR,"115,267.5",Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1152355_1,229/NP/NV/RVA/2026-27,3-npp sandila me wno 6 me diler ke makan se vimla ke makan tak cc sadak va nali nirman karya,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,2.0,conditions apply,Other,,2,BC - Bankers Cheque,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6210162.0,MOHD SHAREEF CONTRACTOR,21-Jun-2026 01:57 PM,Rejected-AOC,L3,28-Jun-2026 01:57 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6210005.0,M/S ABDUL MOIZ CONTRACTOR,21-Jun-2026 01:28 PM,Rejected-AOC,L2,28-Jun-2026 01:57 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6192767.0,STAR BUILDERS & SUPPLIERS,13-Jun-2026 05:57 PM,Rejected-AOC,L2,28-Jun-2026 01:57 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6208978.0,UMESH CHANDRA RATHORE CONTRACTOR,20-Jun-2026 01:13 PM,Accepted-AOC,L1,28-Jun-2026 01:57 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
