S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,SBI Bank,"1,165",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE CHANDAULI,21/RED/Chandauli/26-27 Date-04-04-2026,2026_REDUP_1138505_34,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,EMD fees and Technical Document,EE RED Chandauli,EE RED Chandauli,"62,200",No,fixed,,Nil,Nil,Vikas Khand Niyamatabad ke Gram Sabha Bhojpur me Gulariya Mata Mandir se Salim ke zameen va Sewai factory hote hue Paras Pal ke makan tak interlocking road ka nirman karya.,Vikas Khand Niyamatabad ke Gram Sabha Bhojpur me Gulariya Mata Mandir se Salim ke zameen va Sewai factory hote hue Paras Pal ke makan tak interlocking road ka nirman karya.,Please refer Tender documents. ,NA ,"31,09,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Niyamtabad,232104.0,NA ,NA ,NA ,EE RED Chandauli,No ,No,20-Apr-2026 06:45 PM,04-May-2026 12:30 PM,20-Apr-2026 06:45 PM,04-May-2026 12:00 PM,NA ,NA ,20-Apr-2026 06:45 PM,04-May-2026 12:00 PM,13-May-2026 11:00 AM,AOC,EE RED Chandauli,Internal,1 AE RED Chandauli 2 DAO RED Chandauli,Aniruddh Kumar Yadav,27-May-2026 11:46 AM,finsummary_2127973.pdf (298.24 KB),Finance,Bids received,Aniruddh Kumar Yadav,13-May-2026 04:10 PM,,BOQ Comparative Chart,1.0,6081225.0,M/S M D ASSOCIATES,INR,"3,094,721",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE CHANDAULI,2026_REDUP_1138505_34,21/RED/Chandauli/26-27 Date-04-04-2026,Vikas Khand Niyamatabad ke Gram Sabha Bhojpur me Gulariya Mata Mandir se Salim ke zameen va Sewai factory hote hue Paras Pal ke makan tak interlocking road ka nirman karya.,1,6081169,M/S AMAR BAHADUR SINGH,30-Apr-2026 10:03 PM,Rejected-Finance,2nd bidder,27-May-2026 11:46 AM,EE RED Chandauli,Internal,1 AE RED Chandauli 2 DAO RED Chandauli,Aniruddh Kumar Yadav,06-May-2026 06:34 PM,13-May-2026 11:00 AM,techsummary_2127973.pdf (157.84 KB),22-Jun-2026,"INR 3,094,721",90.0,Aniruddh Kumar Yadav,01-Jun-2026 04:29 PM,Bhojpur.pdf (266.00 KB),Technical,Bids received,Aniruddh Kumar Yadav,06-May-2026 06:31 PM,,AOC
,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,6081225,M/S M D ASSOCIATES,30-Apr-2026 09:44 PM,Accepted-AOC,1st Lowest,01-Jun-2026 04:29 PM,,,,,,,,,,,,,,,,,,,AOC
