Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,Fee/PreQual/Technical,.pdf,Technical Doc,"95,000",Yes,fixed,,Nil,Nil,"Chief Engineer PWD Varanasi Zone||S.E. Jaunpur - Ghazipur Circle PWD Jaunpur||Construction Division, PWD Jaunpur",1314/4A date 21-4-2026,2026_CEUVZ_1145819_7,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,07-May-2026 09:00 AM,13-May-2026 12:30 PM,07-May-2026 09:00 AM,13-May-2026 12:00 PM,NA ,NA ,07-May-2026 09:00 AM,13-May-2026 12:00 PM,26-May-2026 04:30 PM,Patch Repair Work at SH and ODR roads in Vikash khand Madiyahu in Distt. Jaunpur,Patch Repair Work at SH and ODR roads in Vikash khand Madiyahu in Distt. Jaunpur,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,180.0,Jaunpur,222002.0,NA ,NA ,NA ,"E.E. Construction Division, P.W.D. Jaunpur",No ,No,1.0,SBI Bank,"E.E. Construction Division, P.W.D. Jaunpur","E.E. Construction Division, P.W.D. Jaunpur",856.0,Nil,Nil,No,AOC,EE VISHAL SINGH,Internal,ae2,Vishal Singh,26-May-2026 04:28 PM,26-May-2026 04:30 PM,techsummary_2142614.pdf (63.95 KB),Finance,l1,Vishal Singh,29-May-2026 06:29 PM,finance_2142614.pdf,BOQ Comparative Chart,EE VISHAL SINGH,Internal,ae2,Vishal Singh,29-May-2026 06:35 PM,finsummary_2142614.pdf (184.74 KB),Technical,Responsive letter,Vishal Singh,26-May-2026 04:24 PM,technical_2142614.pdf,1.0,6112738.0,M/S PUJA CONSTRUCTION,INR,"568,506.47","Chief Engineer PWD Varanasi Zone||S.E. Jaunpur - Ghazipur Circle PWD Jaunpur||Construction Division, PWD Jaunpur",2026_CEUVZ_1145819_7,1314/4A date 21-4-2026,Patch Repair Work at SH and ODR roads in Vikash khand Madiyahu in Distt. Jaunpur,1.0,6112738.0,M/S PUJA CONSTRUCTION,13-May-2026 11:20 AM,Accepted-AOC,a,08-Jun-2026 04:19 PM,08-Jun-2026,"INR 568,506.47",180.0,Vishal Singh,08-Jun-2026 04:19 PM,pujamariyanu.pdf (185.00 KB),a,AOC
2,Finance,.xls,Financial Doc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
