Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
19-Jun-2026,"INR 6,369,378.471",90.0,Jayprakash Dhawan,19-Jun-2026 05:23 PM,karamsar.pdf (250.00 KB),attac,1,6112048,M/s Om Namo Narayan Construction,13-May-2026 07:43 AM,Rejected-Finance,L2,09-Jun-2026 01:31 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,2026_REDUP_1147126_1,27/SE RED/ 2026-27 DATE- 07.04.2026,G.P. PANARI TOLA KARAMSAR MAIN ROAD SE PURANI TOLA TAK SAMPARK MARGE AND PULIYA KA NIRMAN,1.0,6119073.0,M/S S R ENTERPRISES,INR,"6,369,378.471",Finance,attached,Jayprakash Dhawan,09-Jun-2026 01:28 PM,finance_2145483.pdf,BOQ Comparative Chart,SE,Internal,EERED SBR EERED MZP DAO,Jayprakash Dhawan,06-Jun-2026 08:33 PM,09-Jun-2026 09:00 AM,techsummary_2145483.pdf (167.40 KB),Technical,ATTACHED,Jayprakash Dhawan,06-Jun-2026 08:30 PM,technical_2145483.pdf,SE,Internal,"EE SBR, EE MZP, DAO",Jayprakash Dhawan,09-Jun-2026 01:31 PM,finsummary_2145483.pdf (290.83 KB),AOC,"1,28,000",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,27/SE RED/ 2026-27 DATE- 07.04.2026,2026_REDUP_1147126_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"3,352",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,TECH DOC,09-May-2026 04:00 PM,18-May-2026 12:00 PM,09-May-2026 04:00 PM,18-May-2026 09:00 AM,NA ,NA ,09-May-2026 04:00 PM,18-May-2026 09:00 AM,09-Jun-2026 09:00 AM,1.0,SBI Bank,G.P. PANARI TOLA KARAMSAR MAIN ROAD SE PURANI TOLA TAK SAMPARK MARGE AND PULIYA KA NIRMAN,G.P. PANARI TOLA KARAMSAR MAIN ROAD SE PURANI TOLA TAK SAMPARK MARGE AND PULIYA KA NIRMAN,as per nit and t2 ,NA ,,Civil Works,NA ,Tender,90.0,90.0,PANARI,231216.0,NA ,NA ,NA ,SE RED MIRZAPUR,No ,No,SE RED MIRZAPUR,JHANVI HOTEL PUTLIGHAR MIRZAPUR,AOC
,,,,,,,2,6119073,M/S S R ENTERPRISES,16-May-2026 12:41 AM,Accepted-AOC,l1,19-Jun-2026 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FC DOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,6112095,SHYAMA ENTERPRISES,13-May-2026 10:32 AM,Rejected-Finance,L3,09-Jun-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
