Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"Executive Officer, N.P. Gokul","Office of The Executive Officer, N.P. Gokul","3,480",As Per Tender Notice,Mathura,No,04-May-2026 09:00 AM,25-May-2026 03:00 PM,04-May-2026 09:00 AM,25-May-2026 12:00 PM,NA ,NA ,04-May-2026 09:00 AM,25-May-2026 12:00 PM,02-Jun-2026 10:00 AM,1,SS - Small Savings Instrument,Nagar panchayat gokul ke antargrat mahesh dham guest house se kalua imli wale hotel ki aur R.C.C. nala nirman karya,Nagar panchayat gokul ke antargrat mahesh dham guest house se kalua imli wale hotel ki aur R.C.C. nala nirman karya,Please refer Tender documents. ,NA ,"34,74,000",Civil Works,NA ,Tender,90.0,90.0,Mathura,281001.0,NA ,NA ,NA ,"Office of The Executive Officer, N.P. Gokul",No ,No,"6,948",Yes,fixed,,"Executive Officer, Nagar Panchayat, Gokul",Mathura,Directorate of Local Bodies UP||Nagar Panchayat Gokul Mathura,"06/E-Nivida/N.P.G./2026-27, dt. 18.04.2026",2026_DOLBU_1144892_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical,AOC,Executive Officer,Internal,,Amit Kumar,31-May-2026 12:17 PM,02-Jun-2026 10:00 AM,techsummary_2139676.pdf (274.91 KB),Finance,Financial Bid Open,Omveeer Singh,03-Jun-2026 08:54 PM,,BOQ Comparative Chart,Executive Officer,Internal,,Amit Kumar,03-Jun-2026 10:35 PM,finsummary_2139676.pdf (192.71 KB),Technical,Technical Bid Open,Omveeer Singh,27-May-2026 07:58 AM,,Directorate of Local Bodies UP||Nagar Panchayat Gokul Mathura,2026_DOLBU_1144892_5,"06/E-Nivida/N.P.G./2026-27, dt. 18.04.2026",Nagar panchayat gokul ke antargrat mahesh dham guest house se kalua imli wale hotel ki aur R.C.C. nala nirman karya,1.0,6137163.0,M/S SANTOSH KUMAR GARG,INR,"3,468,789",1,6137163,M/S SANTOSH KUMAR GARG,23-May-2026 03:54 PM,Accepted-AOC,AOC,03-Jun-2026 10:42 PM,03-Jun-2026,"INR 3,468,789",90.0,Amit Kumar,03-Jun-2026 10:42 PM,05FB.pdf (193.00 KB),AOC
,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6137296,M/S SURENDRA SINGH CONTACTOR,23-May-2026 03:42 PM,Rejected-Finance,Due to L2,03-Jun-2026 10:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6137222,SHRI RADHEY ASSOCIATES,23-May-2026 03:27 PM,Rejected-Finance,Due to L3,03-Jun-2026 10:35 PM,,,,,,,AOC
