Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Bisauli Badaun,ET734RVA22NPPBis2026-27,2026_DOLBU_1128136_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,24-Mar-2026 09:00 AM,15-Apr-2026 04:00 PM,24-Mar-2026 09:00 AM,15-Apr-2026 01:00 PM,NA ,NA ,24-Mar-2026 09:00 AM,15-Apr-2026 01:00 PM,06-May-2026 09:00 AM,1.0,Fee/PreQual/Technical,.pdf,NIT Signed Copy Tender Document Scurity Deposit and Tender Fee with RTGS NEFT GSTIN PAN,"1,658",EO,Nagar Palika Parishad Bisauli Budaun,No,EO,Nagar Palika Parishad Bisauli Budaun,"1,06,800",No,fixed,,EO,Nagar Palika Parishad Bisauli Budaun,Ward No. 17 Construction of a road and draage channel usg terlockg pavers from Shahnawaz Qazis house to Aniss house.,Ward No. 17 Construction of a road and draage channel usg terlockg pavers from Shahnawaz Qazis house to Aniss house.,Please refer Tender documents. ,NA ,"10,67,711",Civil Works,NA ,Tender,90.0,90.0,Nagar Palika Parishad Bisauli Budaun,243720.0,NA ,NA ,NA ,Nagar Palika Parishad Bisauli Budaun,No ,No,1.0,RTGS - RTGS Payment,AOC,1,6045669,M/s Chandrapal Singh,14-Apr-2026 12:00 PM,Accepted-AOC,LOWEST BID ACCEPTED,07-Jun-2026 09:56 AM,Directorate of Local Bodies UP||Nagar Palika Parishad Bisauli Badaun,2026_DOLBU_1128136_13,ET734RVA22NPPBis2026-27,Ward No. 17 Construction of a road and draage channel usg terlockg pavers from Shahnawaz Qazis house to Aniss house.,1.0,6045669.0,M/s Chandrapal Singh,INR,"1,065,041",EO,Internal,JE AND AC,MASHKOOR KHAN,16-May-2026 10:49 AM,finsummary_2104364.pdf (204.50 KB),Finance,03 bids responsive,MASHKOOR KHAN,06-May-2026 02:26 PM,,BOQ Comparative Chart,Technical,03 bids admitted,Gyanendra Yadav,29-Apr-2026 12:48 PM,,27-May-2026,"INR 1,065,041",90.0,MASHKOOR KHAN,07-Jun-2026 09:56 AM,boqcomparativechart13.pdf (59.00 KB),EO,Internal,JE AND AC,Gyanendra Yadav,05-May-2026 08:27 PM,06-May-2026 09:00 AM,techsummary_2104364.pdf (221.05 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity in percentage rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,6045916,M/S LAL KARAN THEKEDAR,14-Apr-2026 01:12 PM,Rejected-Finance,REJECT,16-May-2026 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,6045780,M/s Praveen Kumar,14-Apr-2026 01:28 PM,Rejected-Finance,REJECT,16-May-2026 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
