Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
04-Jun-2026,"INR 263,570.2",90.0,Pratik Verma,04-Jun-2026 03:49 PM,Workorder.pdf (513.00 KB),AOC,1.0,6137413.0,H.I ENTERPRISES,23-May-2026 01:48 PM,Rejected-Finance,High quoted amount,04-Jun-2026 11:10 AM,1.0,6138116.0,m/s ashiyana enterprises,INR,"263,570.2",Directorate of Local Bodies UP||Nagar Panchayat Ganjmooradabad Unnao,2026_DOLBU_1144990_9,34/n.p.g.m./peyjal/2026-27,"LAYING OF PVC PIPELINE 90 MM DIA FOR WATER SUPPLY FROM TOWN TO MUNNA LAL TELI HOUSE,WARD NO- 1, NAGAR PANCHAYAT GANJMORADABAD,UNNAO.",Technical,admitted,Gunjan Gupta,30-May-2026 01:19 PM,,Executive Officer/Chairman,Internal,,Pratik Verma,04-Jun-2026 11:10 AM,finsummary_2139938.pdf (434.44 KB),Finance,summary,Praveen Katiyar,03-Jun-2026 12:13 PM,finance_2139938.pdf,BOQ Comparative Chart,Executive Officer/Chairman,Internal,,Pratik Verma,02-Jun-2026 12:40 PM,03-Jun-2026 10:00 AM,techsummary_2139938.pdf (387.42 KB),AOC,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Terms And Condition,Directorate of Local Bodies UP||Nagar Panchayat Ganjmooradabad Unnao,34/n.p.g.m./peyjal/2026-27,2026_DOLBU_1144990_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,05-May-2026 02:00 PM,26-May-2026 02:00 PM,05-May-2026 02:00 PM,26-May-2026 12:00 PM,NA ,NA ,05-May-2026 02:00 PM,26-May-2026 12:00 PM,03-Jun-2026 10:00 AM,312.0,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,No,"LAYING OF PVC PIPELINE 90 MM DIA FOR WATER SUPPLY FROM TOWN TO MUNNA LAL TELI HOUSE,WARD NO- 1, NAGAR PANCHAYAT GANJMORADABAD,UNNAO.","LAYING OF PVC PIPELINE 90 MM DIA FOR WATER SUPPLY FROM TOWN TO MUNNA LAL TELI HOUSE,WARD NO- 1, NAGAR PANCHAYAT GANJMORADABAD,UNNAO.",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Nagar Panchayat Ganjmuradabad Unnao,209868.0,NA ,NA ,NA ,Nagar Panchayat Ganjmuradabad Unnao,No ,No,"26,436",No,fixed,,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,AOC
,,,,,,,2.0,6138116.0,m/s ashiyana enterprises,23-May-2026 08:52 PM,Accepted-AOC,Low quoted amount,04-Jun-2026 03:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,BC - Bankers Cheque,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3.0,6136880.0,M/S BHARAT ENTERPRISES,23-May-2026 07:58 AM,Rejected-Finance,High quoted amount,04-Jun-2026 11:10 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
