Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2630/EE/RED/2025-26/23-03-2026,2026_REDUP_1132978_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,Lot95 vikash kahnd belhri me gram sabha haldi me Er Ashok singh ke ghar se awadesh singh ke ghar tak CC road ka nirman kary,Lot95 vikash kahnd belhri me gram sabha haldi me Er Ashok singh ke ghar se awadesh singh ke ghar tak CC road ka nirman kary,Please refer Tender documents. ,NA ,"24,96,000",Civil Works,NA ,Tender,90.0,90.0,ballia,277001.0,NA ,NA ,NA ,EE RED DIV Ballia,No ,No,1.0,Fee/PreQual/Technical,.pdf,tender fee EMD,EE RED DIV Ballia,EE RED DIV Ballia,13-Apr-2026 09:00 AM,22-Apr-2026 12:00 PM,13-Apr-2026 09:00 AM,21-Apr-2026 12:00 PM,NA ,NA ,13-Apr-2026 09:00 AM,21-Apr-2026 12:00 PM,29-Apr-2026 01:00 PM,"50,000",Yes,fixed,,Nil,Nil,944.0,Nil,Nil,No,1.0,SBI Bank,AOC,Finance,2 bid,Ratnesh Kumar Gond,29-Apr-2026 03:26 PM,,BOQ Comparative Chart,EE,Internal,aedao,ROLI VISHVKARMA,29-Apr-2026 12:19 PM,29-Apr-2026 01:00 PM,techsummary_2114860.pdf (131.72 KB),Technical,2 bid,Ratnesh Kumar Gond,23-Apr-2026 02:32 PM,,ee,Internal,aedao,Ratnesh Kumar Gond,01-Jun-2026 06:04 PM,finsummary_2114860.pdf (126.98 KB),01-Jun-2026,"INR 2,495,906.72",90.0,Ratnesh Kumar Gond,01-Jun-2026 06:06 PM,rispansiv2630.pdf (127.00 KB),aoc,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2026_REDUP_1132978_1,2630/EE/RED/2025-26/23-03-2026,Lot95 vikash kahnd belhri me gram sabha haldi me Er Ashok singh ke ghar se awadesh singh ke ghar tak CC road ka nirman kary,1.0,6055435.0,PARIHAR ENTERPRISES,INR,"2,495,906.72",1.0,6055467.0,JYOTI SINGH,20-Apr-2026 01:47 AM,Rejected-Finance,second lowest,01-Jun-2026 06:04 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other tecnicsl docuement,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6055435.0,PARIHAR ENTERPRISES,21-Apr-2026 12:27 AM,Accepted-AOC,aoc,01-Jun-2026 06:06 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ FOR RATE,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
