Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
"DAO, AE, EE",Internal,,VIKAS KUREEL,22-May-2026 05:09 PM,finsummary_2125111.pdf (288.28 KB),26-May-2026,"INR 2,831,845",90.0,VIKAS KUREEL,27-Jun-2026 02:26 PM,Vasudev.pdf (413.00 KB),Finance,Summary,VIKAS KUREEL,20-May-2026 05:48 PM,,BOQ Comparative Chart,"DAO, AE, EE",Internal,,VIKAS KUREEL,16-May-2026 05:23 PM,18-May-2026 11:00 AM,techsummary_2125111.pdf (279.01 KB),1.0,6098305.0,DSP INTERPRISES,INR,"2,831,845",Technical,Summary,VIKAS KUREEL,12-May-2026 03:05 PM,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR,2026_REDUP_1137177_102,13/RED/E-Tender/2026-27 Date 02-04-2026,Gram Chhimi Me Vasudev Chauhan Ke Ghar Se Sattanpal Ke Ghar Hote Huye Dhunna Paswan Ke Ghar Tak Ineterlocking Road Ka Nirman,1.0,6098305.0,DSP INTERPRISES,08-May-2026 01:44 PM,Accepted-AOC,AWARDED,27-Jun-2026 02:27 PM,AOC,Gram Chhimi Me Vasudev Chauhan Ke Ghar Se Sattanpal Ke Ghar Hote Huye Dhunna Paswan Ke Ghar Tak Ineterlocking Road Ka Nirman,Gram Chhimi Me Vasudev Chauhan Ke Ghar Se Sattanpal Ke Ghar Hote Huye Dhunna Paswan Ke Ghar Tak Ineterlocking Road Ka Nirman,PREFIRED NIT ,NA ,"28,63,000",Civil Works,NA ,Tender,90.0,90.0,FATEHPUR,212601.0,VIKAS BHAWAN FATEHPUR ,VIKAS BHAWAN FATEHPUR ,05-May-2026 12:00 PM ,VIKAS BHAWAN FATEHPUR,No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,SBI Bank,854.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR,13/RED/E-Tender/2026-27 Date 02-04-2026,2026_REDUP_1137177_102,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,02-May-2026 09:00 AM,09-May-2026 11:00 AM,02-May-2026 09:00 AM,08-May-2026 06:00 PM,NA ,NA ,02-May-2026 09:00 AM,08-May-2026 06:00 PM,18-May-2026 11:00 AM,VIKAS BHAWAN FATEHPUR,VIKAS BHAWAN FATEHPUR,"58,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6099296.0,M/S SHIVA CONSTRUCTION AND SUPPLIERS,08-May-2026 03:49 PM,Rejected-Finance,REJECT,22-May-2026 05:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
