S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
1.0,6210354.0,M/S MANGLA PRASAD SINGH,INR,"1,704,710",Directorate of Local Bodies UP||Nagar Panchayat Amila Mau,2026_DOLBU_1155569_1,130/NPA/CMNSY/2026-27 04,NP Amila CMNSY Yojana,1,6210435,KANAK CONSTRUCTION,21-Jun-2026 04:23 PM,Rejected-AOC,HIGH ESTIMATE RATE,26-Jun-2026 07:42 PM,26-Jun-2026,"INR 1,704,710",120.0,Rajesh Kumar,26-Jun-2026 07:42 PM,04AOC.pdf (681.00 KB),"EO Nagar Panchayat Amila, Mau",Internal,,Rajesh Kumar,24-Jun-2026 02:01 PM,25-Jun-2026 10:00 AM,techsummary_2164807.pdf (87.65 KB),Finance,Chart,Rajesh Kumar,26-Jun-2026 07:36 PM,finance_2164807.pdf,BOQ Comparative Chart,"EO Nagar Panchayat Amila, Mau",Internal,,Rajesh Kumar,26-Jun-2026 07:39 PM,finsummary_2164807.pdf (87.65 KB),Technical,TEC,Rajesh Kumar,24-Jun-2026 02:00 PM,technical_2164807.pdf,AOC,"EO Nagar Panchayat Amila, Mau","EO Nagar Panchayat Amila, Mau",Directorate of Local Bodies UP||Nagar Panchayat Amila Mau,130/NPA/CMNSY/2026-27 04,2026_DOLBU_1155569_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,71,500",No,percentage,10.0%,"EO Nagar Panchayat Amila, Mau","EO Nagar Panchayat Amila, Mau",NP Amila CMNSY Yojana,Ward No 02 Mo. Ambedakar Chauk Me Hanuman Mandir Se Munnu Sonkar Ke Makan Ke Aage Tak CC Road Ka Karya,Please refer Tender documents. ,"EO Nagar Panchayat Amila, Mau ","17,15,000",Civil Works - Roads,NA ,Tender,90.0,120.0,"EO Nagar Panchayat Amila, Mau",275301.0,NA ,NA ,NA ,"EO Nagar Panchayat Amila, Mau",No ,No,1.0,RTGS - RTGS Payment,01-Jun-2026 05:00 PM,23-Jun-2026 02:00 PM,01-Jun-2026 05:00 PM,22-Jun-2026 11:00 AM,NA ,NA ,01-Jun-2026 05:00 PM,22-Jun-2026 11:00 AM,25-Jun-2026 10:00 AM,"2,000","EO Nagar Panchayat Amila, Mau","EO Nagar Panchayat Amila, Mau",No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,AOC
,,,,,,,,,2,6210354,M/S MANGLA PRASAD SINGH,21-Jun-2026 03:57 PM,Accepted-AOC,LOW ESTIMATE RATE,26-Jun-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finencial Bid,AOC
,,,,,,,,,3,6211426,M/S PRAMOD KR SINGH CONTRACTOR,22-Jun-2026 08:13 AM,Rejected-AOC,HIGH ESTIMATE RATE,26-Jun-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6211531,NITYA ENTERPRISES,22-Jun-2026 09:45 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Jun-2026 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
