Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||KDLGC, kanpur",01/EE/2026-27,2026_UPIDC_1158137_28,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,677.0,Nil,Nil,No,Executive Engineer,Office of the Executive Engineer Kanpur Division Lower Ganga Canal Kanpur 208004,17-Jun-2026 04:00 PM,22-Jun-2026 04:00 PM,17-Jun-2026 04:00 PM,22-Jun-2026 04:00 PM,NA ,NA ,17-Jun-2026 04:00 PM,22-Jun-2026 04:00 PM,23-Jun-2026 04:05 PM,1.0,Fee/PreQual/Technical,.pdf,NIT,"25,000",No,fixed,,Nil,Nil,Silt clearance of Khujgipur Drain from k.m. 4.000 to 0.000,Silt clearance of Khujgipur Drain from k.m. 4.000 to 0.000,Please refer Tender documents. ,NA ,"2,46,000",Civil Works - Canal,NA ,Tender,90.0,7.0,Kanpur,208004.0,NA ,NA ,NA ,Office of the E.E.K.D.L.G.C. Kanpur,No ,No,AOC,Finance,Financial Bid open by committee,Mahendra Kumar,23-Jun-2026 05:06 PM,finance_2177006.pdf,BOQ Comparative Chart,Mahendra Kumar,Internal,1 Mahendra Kumar 2 Durn Kumar 3 Surya Mani Singh 4 Pankaj Gautam 5 Sarthak 6 Jaiswar Pramod Kumar 7 Ram Prakash 8 Vinod Kumar,Mahendra Kumar,25-Jun-2026 11:53 AM,finsummary_2177006.pdf (191.35 KB),1.0,6212319.0,SHIVAM CONSTRUCTION CO.,INR,"117,480","U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||KDLGC, kanpur",2026_UPIDC_1158137_28,01/EE/2026-27,Silt clearance of Khujgipur Drain from k.m. 4.000 to 0.000,1,6211416,Krishna Kumar Singh,22-Jun-2026 02:38 PM,Rejected-Technical,Technically not qualified,23-Jun-2026 04:00 PM,25-Jun-2026,"INR 117,480",7.0,Mahendra Kumar,25-Jun-2026 12:18 PM,28.pdf (191.00 KB),Boq,Technical,Technical bid open by committee,Mahendra Kumar,22-Jun-2026 08:06 PM,technical_2177006.pdf,Mahendra Kumar,Internal,1 Mahendra Kumar 2 Durn Kumar 3 Surya Mani Singh 4 Pankaj Gautam 5 Sarthak 6 Jaiswar Pramod Kumar 7 Ram Prakash 8 Vinod Kumar,Mahendra Kumar,23-Jun-2026 04:00 PM,23-Jun-2026 04:05 PM,techsummary_2177006.pdf (353.79 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TechnicalDoc,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,6210220,Mr. Dinesh Singh Sengar,21-Jun-2026 02:29 PM,Rejected-Finance,L2,25-Jun-2026 11:53 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,6212411,M/S B L F CONSTRUCTION,22-Jun-2026 02:07 PM,Rejected-Finance,L3,25-Jun-2026 11:53 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,6212319,SHIVAM CONSTRUCTION CO.,22-Jun-2026 02:21 PM,Accepted-AOC,L1,25-Jun-2026 12:18 PM,,,,,,,,,,,,,,,,,,,,AOC
