Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
General Manager Zone-3 UPPCL Lucknow,Office of the General Manager Zone-3 UPPCL Lucknow,1,Fee/PreQual/Technical,.pdf,NIT,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,71/GM-3/UPPCL/2025-26 DATE-12.03.2026,2026_UPPRC_1126610_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"31,94,000",No,fixed,,Nil,Nil,"17,700",Nil,Nil,No,19-Mar-2026 09:00 AM,27-Mar-2026 04:00 PM,19-Mar-2026 09:00 AM,27-Mar-2026 03:00 PM,NA ,NA ,19-Mar-2026 09:00 AM,27-Mar-2026 03:00 PM,30-Mar-2026 11:00 AM,Construction of Skill Development Hub and Incubation Cell at Dr. RML Awadh University Ayodhya,Construction of Skill Development Hub and Incubation Cell at Dr. RML Awadh University Ayodhya,As per Bid Documents ,NA ,"15,96,57,000",Civil Works - Buildings,N/A ,Tender,90.0,360.0,Ayodhya,224123.0,NA ,NA ,NA ,Office of the General Manager Zone-3 UPPCL Lucknow,No ,No,1.0,SBI Bank,AOC,General Manager Zone-3 UPPCL Lko,Internal,Attached,ANIL KUMAR SINGH,28-Mar-2026 05:18 PM,30-Mar-2026 11:00 AM,techsummary_2100992.pdf (4640.15 KB),Finance,Attached,ANIL KUMAR SINGH,19-Jun-2026 07:22 PM,finance_2100992.pdf,BOQ Comparative Chart,General Manager Zone-3 UPPCL Lko,Internal,Attached,ANIL KUMAR SINGH,19-Jun-2026 07:24 PM,finsummary_2100992.pdf (4640.15 KB),Technical,Attached,ANIL KUMAR SINGH,28-Mar-2026 05:16 PM,technical_2100992.pdf,1,6007483,M/S SNT,26-Mar-2026 06:34 PM,Accepted-AOC,L1,19-Jun-2026 07:26 PM,1.0,6007483.0,M/S SNT,INR,"156,588,189.8",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,2026_UPPRC_1126610_1,71/GM-3/UPPCL/2025-26 DATE-12.03.2026,Construction of Skill Development Hub and Incubation Cell at Dr. RML Awadh University Ayodhya,19-Jun-2026,"INR 156,588,189.8",360.0,ANIL KUMAR SINGH,19-Jun-2026 07:26 PM,Agree_SNT.pdf (3667.00 KB),L1,AOC
,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6013084,N K GUPTA,27-Mar-2026 01:16 PM,Rejected-AOC,L2,19-Jun-2026 07:26 PM,,,,,,,,,,,,,,,,,AOC
