EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"8,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Tender Document,Executive Engineer,"L.M.B.D.G.C., Mathura",1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||LMBDGC, mathura",01EE Lower Mat 2026-27,2026_UPIDC_1148556_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Lot 10,Internal Clearance Work of Mahavan Drain Between Km 0.000 to Km. 5.600,Please refer Tender documents. ,NA ,"3,77,000",Civil Works - Canal,NA ,Tender,90.0,10.0,"L.M.B.D.G.C., Mathura",281001.0,NA ,NA ,NA ,"L.M.B.D.G.C., Mathura",No ,No,677.0,Nil,Nil,No,20-May-2026 09:00 AM,25-May-2026 12:00 PM,20-May-2026 09:00 AM,25-May-2026 11:00 AM,NA ,NA ,20-May-2026 09:00 AM,25-May-2026 11:00 AM,01-Jun-2026 09:00 AM,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||LMBDGC, mathura",2026_UPIDC_1148556_10,01EE Lower Mat 2026-27,Lot 10,1,6131690,Jagannath prasad,22-May-2026 04:29 PM,Rejected-Finance,L3,02-Jun-2026 05:30 PM,1.0,6139627.0,RAMA YADAV,INR,"193,289.08",Umesh kumar,Internal,,Umesh Kumar,02-Jun-2026 05:30 PM,finsummary_2150027.pdf (25.06 KB),Finance,BOQ Summary,Umesh Kumar,01-Jun-2026 09:46 PM,finance_2150027.pdf,BOQ Comparative Chart,Umesh kumar,Internal,,Umesh Kumar,27-May-2026 08:06 PM,01-Jun-2026 09:00 AM,techsummary_2150027.pdf (50.77 KB),Technical,Report,Umesh Kumar,27-May-2026 07:37 PM,technical_2150027.pdf,05-Jun-2026,"INR 193,289.08",10.0,Umesh Kumar,24-Jun-2026 08:51 AM,10.pdf (436.00 KB),AOC,AOC
,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,6135754,MOTI LAL CONSTRUCTION,23-May-2026 01:49 PM,Rejected-Finance,L2,02-Jun-2026 05:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,6139877,M/s DHARMVIR SINGH,25-May-2026 10:18 AM,Rejected-Finance,L4,02-Jun-2026 05:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,6139301,M/S M. S INFRACON,24-May-2026 07:10 PM,Rejected-Finance,L7,02-Jun-2026 05:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,6138531,M/S TANVI CONTRACTOR,24-May-2026 10:15 AM,Rejected-Finance,L6,02-Jun-2026 05:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6,6139627,RAMA YADAV,25-May-2026 07:41 AM,Accepted-AOC,L1,24-Jun-2026 08:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,7,6134480,UDAY RAM,22-May-2026 09:01 PM,Rejected-Finance,L5,02-Jun-2026 05:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
