EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"82,870",Yes,fixed,,EO,NPP GAURA BARHAJ,Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,3649/16-05-2026,2026_DOLBU_1149950_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,EO,NPP GAURA BARHAJ,1,DD - Demand Draft,DEEHBABA STHAN SE OMPRAKASH VERMA RAKESH VERMA KE MAKAN SE TOILET TAK CC ROAD NIRMAN KARY WARD NO.19 PATEL NAGAR UTTARI PASHCHIMI,DEEHBABA STHAN SE OMPRAKASH VERMA RAKESH VERMA KE MAKAN SE TOILET TAK CC ROAD NIRMAN KARY WARD NO.19 PATEL NAGAR UTTARI PASHCHIMI,Please refer Tender documents. ,NA ,"9,78,000",Civil Works,NA ,Tender,90.0,30.0,NPP GAURA BARHAJ,274601.0,NA ,NA ,NA ,NPP GAURA BARHAJ,No ,No,1.0,Fee/PreQual/Technical,.pdf,nit,978.0,EO,NPP GAURA BARHAJ,Yes,18-May-2026 03:00 PM,09-Jun-2026 10:00 AM,18-May-2026 03:30 PM,08-Jun-2026 11:00 AM,NA ,NA ,18-May-2026 03:30 PM,08-Jun-2026 11:00 AM,15-Jun-2026 05:00 PM,AOC,Technical,Technical,Amit Kumar Jaiswal,12-Jun-2026 12:41 PM,technical_2153150.pdf,eo je,Internal,eo je,Amit Kumar Jaiswal,17-Jun-2026 12:05 PM,finsummary_2153150.pdf (107.05 KB),Finance,financial,Amit Kumar Jaiswal,17-Jun-2026 11:51 AM,finance_2153150.pdf,BOQ Comparative Chart,eo je,Internal,eo je,Amit Kumar Jaiswal,15-Jun-2026 04:46 PM,15-Jun-2026 05:00 PM,techsummary_2153150.pdf (103.28 KB),17-Jun-2026,"INR 977,022",30.0,Amit Kumar Jaiswal,17-Jun-2026 12:25 PM,02F.pdf (107.00 KB),LOW RATE,1.0,6161473.0,M/s Amit Kumar Singh,INR,"977,022",Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,2026_DOLBU_1149950_2,3649/16-05-2026,DEEHBABA STHAN SE OMPRAKASH VERMA RAKESH VERMA KE MAKAN SE TOILET TAK CC ROAD NIRMAN KARY WARD NO.19 PATEL NAGAR UTTARI PASHCHIMI,1.0,6174349.0,Jaypratap Enterprises,06-Jun-2026 12:07 PM,Rejected-Finance,HIGH RATE,17-Jun-2026 12:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6161473.0,M/s Amit Kumar Singh,02-Jun-2026 10:50 AM,Accepted-AOC,LOW RATE,17-Jun-2026 12:25 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6167966.0,M/S SHYAM ASSOCIATES,04-Jun-2026 02:53 PM,Rejected-Finance,HIGH RATE,17-Jun-2026 12:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
