Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE ETAWAH,1231/RED/Account/Tender Notice Dt 25.03.2026,2026_REDUP_1135657_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,860.0,Nil,Nil,No,"23,000",No,fixed,,Nil,Nil,1.0,SBI Bank,Janpad Etawah Kachchari me Advocate avm Aam Janta Bethne hetu Sarvjanik Veramdah Nirman Karya,Janpad Etawah Kachchari me Advocate avm Aam Janta Bethne hetu Sarvjanik Veramdah Nirman Karya,Please refer Tender documents. ,NA ,"11,25,000",Civil Works,NA ,Tender,90.0,90.0,Etawah,206001.0,NA ,NA ,NA ,EE RED Etawah,No ,No,10-Apr-2026 04:55 PM,25-Apr-2026 12:30 PM,10-Apr-2026 04:55 PM,25-Apr-2026 12:00 PM,NA ,NA ,10-Apr-2026 04:55 PM,25-Apr-2026 12:00 PM,02-May-2026 03:30 PM,1,Fee/PreQual/Technical,.pdf,Technical,EE RED Etawah,EE RED Etawah,AOC,Er Sanjeev Kumar Verma,Internal,,Sanjeev Kumar Verma,22-Jun-2026 03:54 PM,finsummary_2120380.pdf (368.87 KB),Technical,Summary,Sanjeev Kumar Verma,29-Apr-2026 02:02 PM,technical_2120380.pdf,Er Sanjeev Kumar Verma,Internal,,Sanjeev Kumar Verma,29-Apr-2026 02:07 PM,02-May-2026 03:30 PM,techsummary_2120380.pdf (339.87 KB),Finance,Summary,Sanjeev Kumar Verma,22-Jun-2026 03:51 PM,finance_2120380.pdf,BOQ Comparative Chart,1,6063580,M/S JAY LAKHSHMI TRADERS,22-Apr-2026 07:56 PM,Accepted-AOC,Pass,22-Jun-2026 03:56 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE ETAWAH,2026_REDUP_1135657_1,1231/RED/Account/Tender Notice Dt 25.03.2026,Janpad Etawah Kachchari me Advocate avm Aam Janta Bethne hetu Sarvjanik Veramdah Nirman Karya,1.0,6063580.0,M/S JAY LAKHSHMI TRADERS,INR,"1,123,343.72",22-Jun-2026,"INR 1,123,343.72",90.0,Sanjeev Kumar Verma,22-Jun-2026 03:56 PM,FEAdhivakta.pdf (369.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6063554,M/S NEETU TRADERS,22-Apr-2026 07:46 PM,Rejected-Finance,L2,22-Jun-2026 03:54 PM,,,,,,,,,,,,,,,,AOC
