Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
"U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||E E Central Store Division-III, KALAGARH",2026_UPIDM_1114836_1,67/EE/CSD-3/2025-26 (LOT-2),Sand blasting followed by epoxy painting on the gates of Peeli Dam.,1.0,5895885.0,pawan kumar,INR,"948,312.96",1,5895885,pawan kumar,19-Feb-2026 12:16 PM,Accepted-AOC,LOWEST RATES,02-Jun-2026 06:04 PM,02-Jun-2026,"INR 948,312.96",20.0,Manoj kumar Gour,02-Jun-2026 06:04 PM,67lot2_pawan.pdf (500.00 KB),EE,Internal,,Manoj kumar Gour,23-Feb-2026 11:09 AM,23-Feb-2026 12:10 PM,techsummary_2067887.pdf (718.51 KB),Finance,2 financial bids received,Manoj kumar Gour,23-Feb-2026 12:33 PM,,BOQ Comparative Chart,EE,Internal,,Manoj kumar Gour,02-Jun-2026 06:02 PM,finsummary_2067887.pdf (394.92 KB),Technical,3 technical bids received,Manoj kumar Gour,21-Feb-2026 12:58 PM,,AOC,"U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||E E Central Store Division-III, KALAGARH",67/EE/CSD-3/2025-26 (LOT-2),2026_UPIDM_1114836_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Fee, EMD, Pre bid qualification",Sand blasting followed by epoxy painting on the gates of Peeli Dam.,Sand blasting followed by epoxy painting on the gates of Peeli Dam.,please refer tender document. ,NA ,,Miscellaneous Works,NA ,Tender,120.0,20.0,pili dam,246722.0,NA ,NA ,NA ,"Office of the Executive Engineer, CSD-3, Kalagarh",No ,No,11-Feb-2026 02:00 PM,22-Jul-2026 03:00 PM,11-Feb-2026 02:00 PM,20-Feb-2026 02:00 PM,NA ,NA ,11-Feb-2026 02:00 PM,20-Feb-2026 02:00 PM,23-Feb-2026 12:10 PM,"20,500",No,fixed,,Nil,Nil,"Executive Engineer, CSD-3, kalagarh","Office of the Executive Engineer, CSD-3, Kalagarh",1.0,SBI Bank,766.0,Nil,Nil,No,AOC
,,,,,,,,,2,5895942,sai enterprses,19-Feb-2026 11:43 AM,Rejected-Technical,technically not qualified,23-Feb-2026 11:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5888464,SHRI BALAJI ENTERPRISES,20-Feb-2026 01:10 PM,Rejected-Finance,HIGHER RATES,02-Jun-2026 06:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
