Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||Irrigation Construction Division Firozabad",2026_UPIDC_1149147_1,02/EE/2026-27/11,Repair of Pacca Structure and Clearance Keshari Drain from Km 0.000 to 6.017,1.0,6124665.0,M/s SADANBABU CONTRACTOR,INR,"171,932.5",1,6136741,M/S ADESH KUMAR THEKEDAR,22-May-2026 11:52 PM,Rejected-AOC,L2,11-Jun-2026 07:32 PM,11-Jun-2026,"INR 171,932.5",15.0,SUNIL KUMAR,11-Jun-2026 07:31 PM,11.pdf (366.00 KB),Executive Engineer,Internal,EE Accountant,SUNIL KUMAR,11-Jun-2026 06:44 PM,finsummary_2151232.pdf (29.75 KB),Technical,As per Tender Notice,SUNIL KUMAR,27-May-2026 01:15 PM,,Executive Engineer,Internal,Ae Accountant Clerk,SUNIL KUMAR,27-May-2026 04:31 PM,27-May-2026 04:45 PM,techsummary_2151232.pdf (732.05 KB),Finance,As per Tender Notice,SUNIL KUMAR,27-May-2026 06:36 PM,,BOQ Comparative Chart,AOC,Repair of Pacca Structure and Clearance Keshari Drain from Km 0.000 to 6.017,Repair of Pacca Structure and Clearance Keshari Drain from Km 0.000 to 6.017,Please refer tender documents ,NA ,,Civil Works - Canal,NA ,Tender,90.0,15.0,Keshari Drain,283141.0,NA ,NA ,NA ,Shikohabad,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||Irrigation Construction Division Firozabad",02/EE/2026-27/11,2026_UPIDC_1149147_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,16-May-2026 11:30 AM,23-May-2026 03:00 PM,16-May-2026 11:30 AM,23-May-2026 03:00 PM,NA ,NA ,16-May-2026 11:30 AM,23-May-2026 03:00 PM,27-May-2026 04:45 PM,"9,000",No,fixed,,Nil,Nil,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Executive Engineer,ICD Firozabad HQ Shikohabad,266.0,Nil,Nil,No,AOC
,,,,,,,,,2,6125398,M/s LATURI SINGH CONTRACTOR & SUPPLIERS,23-May-2026 12:20 PM,Rejected-Finance,L6,11-Jun-2026 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,AOC
,,,,,,,,,3,6137356,M/S N.S. CONSTRUCTION,23-May-2026 01:26 PM,Rejected-Finance,L3,11-Jun-2026 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6124665,M/s SADANBABU CONTRACTOR,23-May-2026 10:49 AM,Accepted-AOC,L1,11-Jun-2026 07:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,6136860,PUSHPENDRA KUMAR CONTRACTOR,23-May-2026 01:02 PM,Rejected-Finance,L4,11-Jun-2026 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,6133761,SHREE SHYAMLA TRADERS,22-May-2026 02:55 PM,Rejected-Finance,L8,11-Jun-2026 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,6137197,VIJAY CONSTRUCTION,23-May-2026 12:46 PM,Rejected-Finance,L7,11-Jun-2026 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,8,6136649,VINOD KUMAR,22-May-2026 10:03 PM,Rejected-Finance,L5,11-Jun-2026 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
