S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
1.0,6138455.0,M/S Ram Sewak Har Govind Sahai,INR,"941,341.132",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE HARDOI,2026_REDUP_1150823_1,LETTAR NO 435 DATE 15.05.2026,ANAND TAKEEZ SE COLLECTRATE GATE NO-3 TAK EK COAT PAINTING KA KARYA,1,6138455,M/S Ram Sewak Har Govind Sahai,24-May-2026 09:13 AM,Accepted-AOC,RESPONSIVE,30-Jun-2026 11:04 AM,30-Jun-2026,"INR 941,341.132",90.0,Pradeep Pal,30-Jun-2026 11:04 AM,ANAND.pdf (273.00 KB),EE AE DAO,EE,Internal,EE AE DAO,Pradeep Pal,30-Jun-2026 11:01 AM,finsummary_2155301.pdf (272.50 KB),Technical,EE AE DAO,Pradeep Pal,25-May-2026 05:00 PM,technical_2155301.pdf,EE,Internal,EE AE DAO,Pradeep Pal,25-May-2026 05:02 PM,29-May-2026 12:30 PM,techsummary_2155301.pdf (433.25 KB),Finance,EE AE DAO,Pradeep Pal,30-Jun-2026 10:48 AM,finance_2155301.pdf,BOQ Comparative Chart,AOC,"19,000",Yes,fixed,,Nil,Nil,20-May-2026 03:41 PM,25-May-2026 12:30 PM,20-May-2026 10:00 AM,25-May-2026 12:00 PM,NA ,NA ,20-May-2026 10:00 AM,25-May-2026 12:00 PM,29-May-2026 12:30 PM,E.E.R.E.D HARDOI,E.E.R.E.D HARDOI,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE HARDOI,LETTAR NO 435 DATE 15.05.2026,2026_REDUP_1150823_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,ANAND TAKEEZ SE COLLECTRATE GATE NO-3 TAK EK COAT PAINTING KA KARYA,ANAND TAKEEZ SE COLLECTRATE GATE NO-3 TAK EK COAT PAINTING KA KARYA,ANAND TAKEEZ SE COLLECTRATE GATE NO-3 TAK EK COAT PAINTING KA KARYA ,NA ,"9,42,000",Civil Works,NA ,Tender,90.0,90.0,HARDOI,241001.0,NA ,NA ,NA ,E.E.R.E.D HARDOI,No ,No,944.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,AOC
,,,,,,,,,2,6139566,M/S SANKAT MOCHAN CONSTRUCTION,25-May-2026 12:39 AM,Rejected-AOC,RESPONSIVE,30-Jun-2026 11:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
