Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1,Fee/PreQual/Technical,.pdf,Constructuon of Proposed Building of Community Hall in block Katehri village gharwaspur,EE up scidco Ayodhya,Behind Ram Janaki Mandir Sahabganj Ayodhya,"1,22,000",No,fixed,,E E U P Scidco,Ayodhya,Constructuon of Proposed Building of Community Hall in block Katehri village gharwaspur Distt Ambedkarnagar,Constructuon of Proposed Building of Community Hall in block Katehri village gharwaspur Distt Ambedkarnagar,Please refer Tender documents. ,NA ,,Construction Works,Constructuon of Community Hall ,Tender,90.0,180.0,Ambedkarnagar,224122.0,EE office up scidco ,Behind Ram Janaki Mandir Sahabganj Ayodhya ,16-May-2026 11:00 AM ,EE office up scidco,No ,No,"2,360",online,Ayodhya,No,1,FDR - Fixed Deposit,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,642/EE/Ayo/E-tender/Communoty Hall/2026-27 Date 14.05.2026,2026_SCIDC_1148611_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,15-May-2026 09:00 AM,22-May-2026 11:00 AM,15-May-2026 09:10 AM,22-May-2026 09:00 AM,NA ,NA ,15-May-2026 09:30 AM,22-May-2026 09:00 AM,03-Jun-2026 09:00 AM,AOC,Finance,Financial Bid opening summary,Jagpal Verma,03-Jun-2026 03:12 PM,finance_2150098.pdf,BOQ Comparative Chart,EE,Internal,EE Asst Acct,Jagpal Verma,30-May-2026 02:00 PM,03-Jun-2026 09:00 AM,techsummary_2150098.pdf (1076.52 KB),Technical,Technical Bid opening summary,Jagpal Verma,30-May-2026 01:57 PM,technical_2150098.pdf,EE,Internal,E E Asst Acct,Jagpal Verma,03-Jun-2026 03:16 PM,finsummary_2150098.pdf (322.44 KB),03-Jun-2026,"INR 6,080,800",180.0,Jagpal Verma,03-Jun-2026 06:54 PM,LOI.pdf (678.00 KB),Constructuon of Proposed Building of Community Hall in block Katehri village gharwaspur Distt Ambedkarnagar,1.0,6134465.0,SHREE BALAJI CONSTRUCTIONS,INR,"6,080,800",U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,2026_SCIDC_1148611_1,642/EE/Ayo/E-tender/Communoty Hall/2026-27 Date 14.05.2026,Constructuon of Proposed Building of Community Hall in block Katehri village gharwaspur Distt Ambedkarnagar,1,6133680,M/S YOGENDRA KUMAR SINGH CONSTRUCTION COMPANY,21-May-2026 01:23 PM,Rejected-Finance,Disqualify,03-Jun-2026 03:16 PM,AOC
2,Finance,.xls,financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6134465,SHREE BALAJI CONSTRUCTIONS,21-May-2026 06:48 PM,Accepted-AOC,ok,03-Jun-2026 06:54 PM,AOC
