Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Chief Engineer PWD Varanasi Zone||S.E. Jaunpur - Ghazipur Circle PWD Jaunpur,217/SETender/jnp-gzp circle/25 Date-14-01-2026,2026_CEUVZ_1128985_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Construction work of 3x3 3 cell box culvert in place of damaged culvert at Km1 of Diwan patti Link road, District Ghazipur","Construction work of 3x3 3 cell box culvert in place of damaged culvert at Km1 of Diwan patti Link road, District Ghazipur",Please refer Tender documents. ,NA ,"52,00,000",Civil Works,NA ,Tender,90.0,180.0,JAUNPUR,222002.0,NA ,NA ,NA ,"SE, JAUNPUR-GHAZIPUR CIRCLE PWD , JAUNPUR",No ,No,"2,714",Nil,Nil,No,"4,60,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,23-Mar-2026 07:20 PM,28-Mar-2026 12:30 PM,23-Mar-2026 09:00 AM,28-Mar-2026 12:00 PM,NA ,NA ,23-Mar-2026 09:00 AM,28-Mar-2026 12:00 PM,08-Apr-2026 07:20 PM,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"SE, JAUNPUR-GHAZIPUR CIRCLE PWD , JAUNPUR","SE, JAUNPUR-GHAZIPUR CIRCLE PWD , JAUNPUR",AOC,S.K. SINGH,Internal,,Satya Kumar Singh,08-May-2026 12:56 AM,finsummary_2105934.pdf (297.41 KB),Technical,Finance,Satya Kumar Singh,08-Apr-2026 12:00 PM,,Sk Singh,Internal,,Satya Kumar Singh,08-Apr-2026 12:04 PM,08-Apr-2026 12:30 PM,techsummary_2105934.pdf (460.94 KB),Finance,Finance,Satya Kumar Singh,08-May-2026 12:45 AM,,BOQ Comparative Chart,1.0,6011191.0,CHANDRIKA YADAV,INR,"3,086,280.3",Chief Engineer PWD Varanasi Zone||S.E. Jaunpur - Ghazipur Circle PWD Jaunpur,2026_CEUVZ_1128985_1,217/SETender/jnp-gzp circle/25 Date-14-01-2026,"Construction work of 3x3 3 cell box culvert in place of damaged culvert at Km1 of Diwan patti Link road, District Ghazipur",1,6013427,a.k. construction,27-Mar-2026 08:27 PM,Rejected-Finance,Not Admitted,08-May-2026 12:56 AM,06-Jun-2026,"INR 3,086,280.3",180.0,Satya Kumar Singh,06-Jun-2026 05:20 PM,finsummary_2105934.pdf (313.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6011191,CHANDRIKA YADAV,28-Mar-2026 11:42 AM,Accepted-AOC,AOC,06-Jun-2026 05:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6013709,M/S RAJENDRA SINGH YADAV,28-Mar-2026 10:14 AM,Rejected-Finance,Not Admitted,08-May-2026 12:56 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6004217,PARAG ENTERPRISES,28-Mar-2026 11:50 AM,Rejected-Finance,Not Admitted,08-May-2026 12:56 AM,,,,,,,AOC
