Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,Tender Open,RAM KUMAR TIWARI,18-May-2026 01:16 PM,finance_2142416.pdf,BOQ Comparative Chart,23-Jun-2026,"INR 845,465",45.0,RAM KUMAR TIWARI,23-Jun-2026 12:30 PM,04.pdf (643.00 KB),Work Order,1.0,6107847.0,M/S MOON CONSTRUCTIONS,INR,"845,465","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1145897_1,04/A.A.3/26-27,Imp. C.C. Road and Nali form Bhim nagar Malin Basti in Babasaheb Bhimrao Ambedkar Murti to Mahesh prasad house to Govind House in Ward 18 Zone 03,1,6104057,ANMOL SURGICAL,11-May-2026 07:43 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",05-Jun-2026 04:26 PM,C.E.,Internal,,RAM KUMAR TIWARI,05-Jun-2026 04:17 PM,techsummary_2142416.pdf (991.39 KB),C.E.,Internal,,RAM KUMAR TIWARI,05-Jun-2026 04:26 PM,finsummary_2142416.pdf (991.39 KB),AOC,"Kanpur Municipal Corporation, Kanpur, UP",04/A.A.3/26-27,2026_NNKAN_1145897_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,1.0,SBI Bank,Imp. C.C. Road and Nali form Bhim nagar Malin Basti in Babasaheb Bhimrao Ambedkar Murti to Mahesh prasad house to Govind House in Ward 18 Zone 03,Imp. C.C. Road and Nali form Bhim nagar Malin Basti in Babasaheb Bhimrao Ambedkar Murti to Mahesh prasad house to Govind House in Ward 18 Zone 03,Please refer Tender documents. ,NA ,"9,94,665",Civil Works,NA ,Tender,45.0,NA ,Imp. C.C. Road and Nali form Bhim nagar Malin Bas,208040.0,NA ,NA ,NA ,C.E.3,No ,No,"1,180",Nil,Nil,No,C.E.3,Zone 3,1.0,Fee/PreQual/Technical/Finance,.pdf,pdf,06-May-2026 06:00 PM,12-May-2026 04:00 PM,06-May-2026 06:00 PM,12-May-2026 03:00 PM,NA ,NA ,06-May-2026 06:00 PM,12-May-2026 03:00 PM,"99,467",No,percentage,10.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,2,6103352,BABA ANENDESHWAR TRAVELS,12-May-2026 08:04 AM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",05-Jun-2026 04:26 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,xls,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,6110658,JAI HANUMAN CONTRACTOR,12-May-2026 02:36 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",05-Jun-2026 04:26 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,6106908,MAHADEV ENTERPRISES,11-May-2026 03:55 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",05-Jun-2026 04:26 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,6107847,M/S MOON CONSTRUCTIONS,11-May-2026 09:35 PM,Accepted-AOC,L1,23-Jun-2026 12:30 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,6103388,M/S OM SHIV CONSTRUCTION COMPANY,11-May-2026 07:46 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",05-Jun-2026 04:26 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7,6109133,NAVYA CONSTRUCTION,12-May-2026 10:28 AM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",05-Jun-2026 04:26 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
