S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,SBI Bank,Er Narendra Chaudhary,Vikas Bhawan Unnao,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,59/RED/Tender/Unnao/26-27 Dt-06-04-2026,2026_REDUP_1142669_79,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Gram Makhi Mohalla Saraye Vikas Khand miyaganj me Makhi Chorahe se Primary Pathsala Hote huwe Kannaha Pandit ki Dukan se Dr Denesh Mishra ke Minder tak Interlocking Et se Sarak ka Nirman,Gram Makhi Mohalla Saraye Vikas Khand miyaganj me Makhi Chorahe se Primary Pathsala Hote huwe Kannaha Pandit ki Dukan se Dr Denesh Mishra ke Minder tak Interlocking Et se Sarak ka Nirman,Plz Refer Doc ,NA ,"32,59,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED OFFICE UNNAO,No ,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"2,384",Nil,Nil,No,28-Apr-2026 09:00 AM,04-May-2026 12:30 PM,28-Apr-2026 09:00 AM,04-May-2026 12:00 PM,NA ,NA ,28-Apr-2026 09:00 AM,04-May-2026 12:00 PM,22-May-2026 05:55 PM,"65,000",Yes,fixed,,Nil,Nil,AOC,1,6084128,ARIZE INFRABUILD PRIVATE LIMITED,02-May-2026 09:26 PM,Accepted-AOC,l1,25-Jun-2026 12:33 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2026_REDUP_1142669_79,59/RED/Tender/Unnao/26-27 Dt-06-04-2026,Gram Makhi Mohalla Saraye Vikas Khand miyaganj me Makhi Chorahe se Primary Pathsala Hote huwe Kannaha Pandit ki Dukan se Dr Denesh Mishra ke Minder tak Interlocking Et se Sarak ka Nirman,1.0,6084128.0,ARIZE INFRABUILD PRIVATE LIMITED,INR,"3,227,218.29",Er Narendra Chaudhry,Internal,,Narendra chaudhary,25-Jun-2026 12:30 PM,finsummary_2134614.pdf (922.30 KB),Finance,Summary,Narendra chaudhary,25-Jun-2026 12:28 PM,finance_2134614.pdf,BOQ Comparative Chart,Technical,Sumamry,Narendra chaudhary,22-May-2026 05:48 PM,technical_2134614.pdf,25-Jun-2026,"INR 3,227,218.29",90.0,Narendra chaudhary,25-Jun-2026 12:33 PM,Makhi00051.pdf (922.00 KB),l1,Er Narendra Chaudhry,Internal,,Narendra chaudhary,22-May-2026 05:51 PM,22-May-2026 05:55 PM,techsummary_2134614.pdf (485.36 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,AOC,2,6085863,M/S RAMESH SINGH,03-May-2026 08:59 PM,Rejected-AOC,l2,25-Jun-2026 12:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
