Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
13-Apr-2026 03:00 PM,30-Apr-2026 03:30 PM,13-Apr-2026 03:00 PM,30-Apr-2026 03:00 PM,NA ,NA ,13-Apr-2026 03:00 PM,30-Apr-2026 03:00 PM,23-May-2026 03:00 PM,"Work of drain and interlocking tiles from Brajmohan house to Sandeep Tyagi house in Ward-30, Surya Garden.","Work of drain and interlocking tiles from Brajmohan house to Sandeep Tyagi house in Ward-30, Surya Garden.",Please refer Tender documents. ,NA ,"14,86,765",Civil Works,NA ,Tender,90.0,NA ,Ghaziabad,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,CE,Ghaziabad Nagar Nigam,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,1.0,SBI Bank,"1,416",Nil,Nil,No,"44,603",No,percentage,3.0%,Nil,Nil,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,116/Nirman/2026-27 Date 04.04.2026,2026_DOLBU_1136236_37,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,ce,Internal,,Kuldeep Kumar Tamar,16-Jun-2026 02:09 PM,finsummary_2121951.pdf (543.73 KB),Finance,Finance,Rajendra Singh,25-May-2026 12:45 PM,,BOQ Comparative Chart,1.0,6078015.0,A P CONSTRUCTION COMPANY,INR,"1,263,749",1,6078015,A P CONSTRUCTION COMPANY,30-Apr-2026 08:26 AM,Accepted-AOC,L1,16-Jun-2026 02:18 PM,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1136236_37,116/Nirman/2026-27 Date 04.04.2026,"Work of drain and interlocking tiles from Brajmohan house to Sandeep Tyagi house in Ward-30, Surya Garden.",16-Jun-2026,"INR 1,263,749",60.0,Kuldeep Kumar Tamar,16-Jun-2026 02:18 PM,37116.pdf (544.00 KB),Technical,Technical,Kuldeep Kumar Tamar,30-Apr-2026 06:28 PM,,CE,Internal,,narendra kumar chaudhary,23-May-2026 01:19 PM,23-May-2026 03:00 PM,techsummary_2121951.pdf (1118.16 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,6075582,BALAJI CONSTRUUCTION,28-Apr-2026 07:25 PM,Rejected-Finance,L2,16-Jun-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,6078092,Bhushan Enterprises,29-Apr-2026 11:27 PM,Rejected-Finance,L2,16-Jun-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,6072529,JAIVEER SINGH CONTRACTOR,28-Apr-2026 01:44 PM,Rejected-Finance,L2,16-Jun-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,5,6077762,JP SHAKTI CONSTRUCTION,29-Apr-2026 08:25 PM,Rejected-Finance,L2,16-Jun-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,6,6078086,MAHAKALESHWAR ENGINEERS,29-Apr-2026 04:40 PM,Rejected-Finance,L2,16-Jun-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,7,6079840,MODERN CONSTRUCTION COMPANY,30-Apr-2026 11:12 AM,Rejected-Finance,L2,16-Jun-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,8,6079418,MS BUILDWELL,30-Apr-2026 01:13 PM,Rejected-Finance,L2,16-Jun-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,9,6063532,M/S CHOUDHARY ASSOCIATES,23-Apr-2026 08:11 AM,Rejected-Finance,L2,16-Jun-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,10,6072882,M/S GAUD AND CONSTRUCTION COMPNAY,27-Apr-2026 07:19 PM,Rejected-Technical,all requried not complete,23-May-2026 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,11,6078677,M/S JAY CONSTRUCTIONS,29-Apr-2026 06:34 PM,Rejected-Finance,L2,16-Jun-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,12,6078235,M/S KRISHNATRAY AND CO.,29-Apr-2026 04:15 PM,Rejected-Finance,L2,16-Jun-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,13,6080516,M/S MAGIC SOLUTIONS,30-Apr-2026 02:39 PM,Rejected-Finance,L2,16-Jun-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,14,6069095,M/s Mahadev Constructions,30-Apr-2026 01:05 PM,Rejected-Finance,L2,16-Jun-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,15,6078181,M/S NVYA CONTRACTORS,29-Apr-2026 05:40 PM,Rejected-Finance,L2,16-Jun-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,16,6077520,M/S RIDHIMA WEAVTAX PRIVATE LIMITED,30-Apr-2026 09:43 AM,Rejected-Finance,L2,16-Jun-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,17,6075768,M/S SHIVAM BUILDERS,28-Apr-2026 09:14 PM,Rejected-Finance,L2,16-Jun-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,18,6079325,M/S SUDHISH KUMAR JAIN,30-Apr-2026 12:41 AM,Rejected-Finance,L2,16-Jun-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,19,6078567,M/S TANISHA ENTERPRISES,29-Apr-2026 08:52 PM,Rejected-Finance,L2,16-Jun-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,20,6078294,M/s Yash Construction,29-Apr-2026 04:24 PM,Rejected-Finance,L2,16-Jun-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,21,6075641,PADMA INFRATECH,28-Apr-2026 07:51 PM,Rejected-Technical,all requried not complete,23-May-2026 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,22,6076460,pragati enterprises,29-Apr-2026 08:24 AM,Rejected-Finance,L2,16-Jun-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
