S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1,6124593,M/S H. K. BUILDERS,20-May-2026 04:40 PM,Rejected-Finance,L3,21-Jun-2026 12:04 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE,2026_REDUP_1149128_2,52/SE/RED/Nivida/26-27 Dt. 16-04-2026,"Construction of a road from Garhi Everan village (under Narkhi Gram Panchayat, Narkhi Development Block) via the Gondai route extending from house of Indrapal up to the CC road.",1.0,6121419.0,M/S VISHNU DUTT GARG,INR,"4,337,785.2",21-Jun-2026,"INR 4,337,785.2",120.0,Dinesh Singh,21-Jun-2026 12:07 AM,07_31.pdf (888.00 KB),AOC,SERED,Internal,,Dinesh Singh,23-May-2026 05:26 PM,27-May-2026 10:00 AM,techsummary_2151157.pdf (631.80 KB),Finance,Admitted,Dinesh Singh,20-Jun-2026 08:04 PM,,BOQ Comparative Chart,SE RED,Internal,EE RED Firozabad and EE RED AGRA,Dinesh Singh,21-Jun-2026 12:04 AM,finsummary_2151157.pdf (888.24 KB),Technical,Summary,Komal Agarwal,23-May-2026 04:20 PM,,AOC,1.0,Fee/PreQual/Technical,.pdf,Tendernotice,"Construction of a road from Garhi Everan village (under Narkhi Gram Panchayat, Narkhi Development Block) via the Gondai route extending from house of Indrapal up to the CC road.","Construction of a road from Garhi Everan village (under Narkhi Gram Panchayat, Narkhi Development Block) via the Gondai route extending from house of Indrapal up to the CC road.",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,120.0,Construction of a road from Garhi Everan village (,282007.0,NA ,NA ,NA ,"SE, RED, Agra",No ,No,16-May-2026 10:00 AM,21-May-2026 02:30 PM,16-May-2026 10:00 AM,21-May-2026 12:00 PM,NA ,NA ,16-May-2026 10:00 AM,21-May-2026 12:00 PM,27-May-2026 10:00 AM,Superintending Engineer,"Shashtripuram, Agra",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE,52/SE/RED/Nivida/26-27 Dt. 16-04-2026,2026_REDUP_1149128_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"87,000",No,fixed,,Nil,Nil,1.0,SBI Bank,"2,354",Nil,Nil,No,AOC
2,6124378,M/s JANARDAN SHARMA,20-May-2026 06:51 PM,Rejected-Finance,L2,21-Jun-2026 12:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,6121419,M/S VISHNU DUTT GARG,20-May-2026 01:11 PM,Accepted-AOC,AOC,21-Jun-2026 12:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
