Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
03-Jun-2026,"INR 4,869,774",300.0,Shiva nand Dubey,05-Jun-2026 02:18 PM,MohitLOI.pdf (281.00 KB),AOC,1.0,6097421.0,MOHIT CONSTRUCTION,INR,"4,869,774",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Kanpur,2026_SCIDC_1143277_1,55/E.E./TENDER/KNP/2026-27 DT 27.04.26,Construction of Proposed Building of Community Hall in Kalyanpur Kanpur UP,1,6097421,MOHIT CONSTRUCTION,08-May-2026 12:07 AM,Accepted-AOC,L1,05-Jun-2026 02:18 PM,Finance,Financial,Shiva nand Dubey,27-May-2026 12:37 PM,finance_2135453.pdf,BOQ Comparative Chart,Executive Engineer,Internal,,Shiva nand Dubey,11-May-2026 11:15 AM,11-May-2026 11:30 AM,techsummary_2135453.pdf (333.82 KB),Technical,Technical,Shiva nand Dubey,11-May-2026 11:13 AM,technical_2135453.pdf,Executive Engineer,Internal,,Shiva nand Dubey,27-May-2026 12:42 PM,finsummary_2135453.pdf (1388.16 KB),AOC,1.0,Other,Other,,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Kanpur,55/E.E./TENDER/KNP/2026-27 DT 27.04.26,2026_SCIDC_1143277_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"Babu Ram , Executive Engineer",Near Girls Hostel Indira Nagar Kalyanpur Kanpur,1,Fee/PreQual/Technical,.pdf,Tender fee and Earnest money receipt with prequalification bid and documents,"1,00,000",No,fixed,,UPSCIDCO LTD,KANPUR,"2,360",UPSCIDCO LTD,KANPUR,No,1.0,RTGS - RTGS Payment,28-Apr-2026 06:00 PM,08-May-2026 04:00 PM,28-Apr-2026 06:00 PM,08-May-2026 02:00 PM,NA ,NA ,28-Apr-2026 06:00 PM,08-May-2026 02:00 PM,11-May-2026 11:30 AM,Construction of Proposed Building of Community Hall in Kalyanpur Kanpur UP,Construction of Proposed Building of Community Hall in Kalyanpur Kanpur UP,Please refer Tender documents. ,NA ,,Civil Works - Buildings,as per BOQ ,Tender,90.0,300.0,KALYANPUR,208026.0,NA ,NA ,NA ,KANPUR,No ,No,AOC
,,,,,,,,,,,,,,,,2,6098032,OM BUILDERS,08-May-2026 09:49 AM,Rejected-Finance,L2,27-May-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
