Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
06-Jun-2026,"INR 579,219.9",60.0,Kalpana Sharma,09-Jun-2026 11:13 AM,wk02.pdf (126.00 KB),Work Order,1.0,6104646.0,M/S OM SAI ENTERLOCK,11-May-2026 04:57 AM,Rejected-Finance,1 Percent Above Rate,26-May-2026 04:35 PM,1.0,6100615.0,M/S VINSHNU TRADERS,INR,"579,219.9",Directorate of Local Bodies UP||Nagar Panchayat Khutar Shahjahanpur,2026_DOLBU_1142122_2,399/NPK/2026-27Dt-24-04-2026,Moh- Bagiyanath me Mini Tubewell Pump House Hetu Pani Tanki 10000 Ltr With RCC Structure Work.,Finance,pdf,Kalpana Sharma,26-May-2026 03:33 PM,finance_2133194.pdf,BOQ Comparative Chart,KalpanaSharma,Internal,AnilsinghShyamsundar,Kalpana Sharma,26-May-2026 01:52 PM,26-May-2026 01:55 PM,techsummary_2133194.pdf (1099.34 KB),Technical,pdf,Kalpana Sharma,26-May-2026 12:56 PM,technical_2133194.pdf,KalpanaSharma,Internal,AnilSinghShyamsundar,Kalpana Sharma,26-May-2026 04:35 PM,finsummary_2133194.pdf (1111.11 KB),AOC,"11,584",No,fixed,,EO,Khutar,1,SS - Small Savings Instrument,27-Apr-2026 09:00 AM,12-May-2026 11:00 AM,27-Apr-2026 09:05 AM,11-May-2026 05:00 PM,NA ,NA ,27-Apr-2026 09:10 AM,11-May-2026 05:00 PM,26-May-2026 01:55 PM,Moh- Bagiyanath me Mini Tubewell Pump House Hetu Pani Tanki 10000 Ltr With RCC Structure Work.,Moh- Bagiyanath me Mini Tubewell Pump House Hetu Pani Tanki 10000 Ltr With RCC Structure Work.,Please refer Tender documents. ,NA ,"5,79,220",Civil Works,NA ,Tender,90.0,NA ,NP Khutar,242405.0,NA ,NA ,NA ,NP Khutar,No ,No,708.0,EO,Khutar,No,1.0,Fee/PreQual/Technical,.pdf,nit,Directorate of Local Bodies UP||Nagar Panchayat Khutar Shahjahanpur,399/NPK/2026-27Dt-24-04-2026,2026_DOLBU_1142122_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,EO Khutar,Nagar Panchayat Khutar,1.0,Extention Date,Date,,AOC
,,,,,,,2.0,6100788.0,M/S SHRI SAI CONSTRUCTIONS & GENRAL ORDER SUPPILER,11-May-2026 11:05 AM,Rejected-Finance,5 Percent Above Rate,26-May-2026 04:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3.0,6100615.0,M/S VINSHNU TRADERS,11-May-2026 10:58 AM,Accepted-AOC,Estimate Rate,09-Jun-2026 11:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
