Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
04-Jun-2026,"INR 1,877,772.86",90.0,Jayprakash Dhawan,04-Jun-2026 12:43 PM,ccc.pdf (177.00 KB),attache3d,1.0,5905816.0,M/s Badal Enterprises,INR,"1,877,772.86",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,2026_REDUP_1118840_1,1186/EE RED/ 2025-26 DATE- 17.01.2026,V.K. KONE KE GRAM P KONE KE KON CHACHI MORI SE Dr. vijay ke ghar tak cc ROAD KA NIRMAN,1,5906535,Alakh Narayan Shukla,24-Feb-2026 12:51 PM,Rejected-Finance,L2,22-May-2026 10:58 AM,Technical,attached,Jayprakash Dhawan,09-Apr-2026 01:50 PM,technical_2079874.pdf,EE,Internal,AE DAO,Sanjay Srivastava,22-May-2026 10:58 AM,finsummary_2079874.pdf (199.01 KB),Finance,attached,Sanjay Srivastava,22-May-2026 10:55 AM,,BOQ Comparative Chart,EE RED SBR,Internal,AE DAO,Jayprakash Dhawan,09-Apr-2026 03:02 PM,10-Apr-2026 10:00 AM,techsummary_2079874.pdf (421.58 KB),AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,1186/EE RED/ 2025-26 DATE- 17.01.2026,2026_REDUP_1118840_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,21-Feb-2026 12:00 PM,26-Feb-2026 02:00 PM,21-Feb-2026 12:00 PM,26-Feb-2026 12:00 PM,NA ,NA ,21-Feb-2026 12:00 PM,26-Feb-2026 12:00 PM,10-Apr-2026 10:00 AM,V.K. KONE KE GRAM P KONE KE KON CHACHI MORI SE Dr. vijay ke ghar tak cc ROAD KA NIRMAN,V.K. KONE KE GRAM P KONE KE KON CHACHI MORI SE Dr. vijay ke ghar tak cc ROAD KA NIRMAN,AS PER NIT AND T1 ,NA ,,Civil Works,NA ,Tender,90.0,90.0,KONE,231216.0,NA ,NA ,NA ,EE RED,No ,No,"2,354",Nil,Nil,No,"44,000",No,fixed,,Nil,Nil,1.0,SBI Bank,EE RED,URMORA SONBHADRA,1.0,Fee/PreQual/Technical,.pdf,tech doc,AOC
,,,,,,,,,,,,,,,,2,5905816,M/s Badal Enterprises,24-Feb-2026 02:56 PM,Accepted-AOC,l1,04-Jun-2026 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,fc doc,AOC
,,,,,,,,,,,,,,,,3,5923346,Sayyom Construction,24-Feb-2026 02:11 PM,Rejected-Finance,L3,22-May-2026 10:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
